,"V1","V2","V3"
1,1,-0.0174588314257562,-0.186949247028679
2,1,0.628392128739506,0.235157139133662
3,1,0.235292975790799,-0.0545189967378974
4,1,-0.67302166018635,-0.568091232329607
5,1,-0.551333073992282,0.128427023533732
6,1,-0.530651923269033,0.983935387805104
7,1,0.0817239265888929,0.389303734060377
8,1,0.498860649764538,0.216052602045238
9,1,-0.399588297586888,0.276370254345238
10,1,-0.30045418580994,0.0401343177072704
11,1,0.380829197354615,-0.916051662992686
12,1,-0.484421325381845,0.0945804566144943
13,1,-0.871271185576916,-0.634240508079529
14,1,0.0568794580176473,-0.212850872427225
15,1,0.0853789770044386,0.739761454518884
16,1,0.583972255699337,-0.672468790784478
17,1,-0.0270239617675543,0.322465648408979
18,1,0.656796053051949,0.837343205232173
19,1,-0.781848685350269,0.131632927805185
20,1,-0.691930404864252,0.483578349929303
21,1,0.076942918356508,-0.0422924975864589
22,1,-0.81440246058628,0.330349217634648
23,1,0.388110945466906,-0.419415763113648
24,1,-0.189427494537085,0.845470720902085
25,1,-0.459959352388978,0.02364332228899
26,1,0.187463805545121,0.13220281386748
27,1,-0.576155362650752,-0.257012661546469
28,1,0.485513283405453,-0.551787237171084
29,1,0.480914387386292,-0.137195503804833
30,1,-0.480137903243303,0.90228251600638
31,1,0.171855689957738,-0.133870448451489
32,1,0.894369776360691,-0.919180774129927
33,1,0.35848663887009,-0.878606182523072
34,1,0.154461418744177,-0.0312742651440203
35,1,0.391447871923447,0.37412425596267
36,1,-0.0203525526449084,-0.673095325473696
37,1,-0.401793651748449,-0.668560293968767
38,1,0.0727674392983317,-0.10622707568109
39,1,0.367914071306586,-0.0317640919238329
40,1,-0.426263141445816,-0.769928863272071
41,1,0.415143698919564,-0.0426523545756936
42,1,0.502394287381321,0.0922949751839042
43,1,0.399429746903479,-0.306507256813347
44,1,0.0921087232418358,0.482225290033966
45,1,-0.48057131189853,0.761102686170489
46,1,-0.49611018365249,-0.685959349852055
47,1,-0.120918781496584,-0.573496830184013
48,1,-0.118259347509593,0.804501232691109
49,1,0.168394591659307,-0.486736799124628
50,1,-0.254730622284114,0.0953516103327274
51,1,0.346895727328956,-0.115961784962565
52,1,0.183657995890826,0.867740110028535
53,1,-0.0693554673343897,-0.473351209890097
54,1,0.691974733024836,0.138776467647403
55,1,-0.583390901330858,-0.226432615425438
56,1,-0.08022983931005,-0.446419510059059
57,1,-0.665916778612882,-0.423160790000111
58,1,-0.599024636205286,0.879322114400566
59,1,-0.637718520127237,-0.737064501270652
60,1,0.23952727066353,0.0253777471370995
61,1,0.704907145351171,-0.533319905865937
62,1,-0.155439511407167,0.764631446450949
63,1,-0.264177314005792,0.235226591583341
64,1,0.861621463205665,0.884394183754921
65,1,-0.915661230683327,0.383307465817779
66,1,0.260144480038434,-0.0223482251167297
67,1,-0.0707877296954393,-0.157267645001411
68,1,-0.663854146376252,-0.499475396238267
69,1,-0.872399128507823,-0.455912480130792
70,1,0.469639368355274,0.489203555975109
71,1,-0.103437893558294,0.0687140794470906
72,1,0.237748221959919,0.836617682129145
73,1,0.246165770571679,-0.395057708956301
74,1,0.488625134341419,0.39994062948972
75,1,-0.285366663243622,-0.265378806274384
76,1,-0.0937874298542738,0.539412186015397
77,1,-0.537695266772062,0.903100861236453
78,1,-0.24952763132751,-0.204844212625176
79,1,-0.304235125426203,-0.591982553713024
80,1,0.81848366977647,-0.183103642426431
81,1,0.316907928325236,0.306040462106466
82,1,-0.754668007604778,0.309121862519532
83,1,0.762540365569293,-0.447949846275151
84,1,0.351994442753494,-0.641099614091218
85,1,0.692914296407253,-0.133441600482911
86,1,-0.388972647953779,0.0479386015795171
87,1,-0.391359033063054,-0.303265694528818
88,1,0.399634778965265,0.31845115032047
89,1,0.44402879755944,-0.0791242853738368
90,1,-0.531783109530807,0.0100124217569828
91,1,-0.0940061882138252,-0.490673565305769
92,1,-0.744655820075423,0.0226175556890666
93,1,-0.759658206254244,0.225316532887518
94,1,0.520999831147492,0.605479592923075
95,1,-0.384505479596555,-0.741727179847658
96,1,-0.128566699102521,0.599119362886995
97,1,0.214232838712633,0.334626668598503
98,1,-0.581630332861096,0.922655247151852
99,1,-0.129093597177416,0.00999017525464296
100,1,0.147361383307725,0.502049598842859
101,1,0.221965422853827,0.729234590195119
102,1,-0.0783162619918585,-0.77018426451832
103,1,0.385714646894485,-0.60198165429756
104,1,0.255890044383705,0.21631655562669
105,1,-0.296489670407027,0.557278131600469
106,1,-0.39377293176949,0.509907921776175
107,1,-0.219720550812781,-0.440313035622239
108,1,0.570217631291598,-0.330777654889971
109,1,0.806649639736861,-0.6688516093418
110,1,0.389361238107085,0.690238425973803
111,1,-0.296834498178214,-0.780021903570741
112,1,0.837000490631908,0.186798160430044
113,1,-0.010044670663774,0.856688673142344
114,1,0.216237443964928,-0.665884960908443
115,1,-0.294354379177094,-0.507988859899342
116,1,-0.309688985813409,-0.736334988381714
117,1,0.271651337388903,0.97278992831707
118,1,0.805971418973058,-0.390357528813183
119,1,-0.734408425632864,0.666989988647401
120,1,-0.618325201328844,-0.451137931086123
