,"V1","V2","V3","V4","V5"
1,1,0.0832418850623071,0.147321932017803,-0.0461324695497751,0.0493939481675625
2,1,-0.0083752260543406,-0.699078351724893,0.476435448974371,0.642463320400566
3,1,-0.800732509698719,-0.586866235826164,-0.214242979884148,0.226158892735839
4,1,0.491313718724996,-0.551960724405944,-0.263924236409366,0.832079291343689
5,1,-0.584377242717892,-0.622536700684577,-0.134794248268008,-0.139082328416407
6,1,-0.438455404248089,-0.477638692129403,0.34502565767616,-0.257059569936246
7,1,0.902912114281207,0.483298259787261,0.645943105220795,0.532178809866309
8,1,0.180974156595767,-0.507885258179158,-0.432472662534565,0.965811786707491
9,1,-0.354769322089851,-0.831084519159049,-0.936772135086358,-0.127502958290279
10,1,-0.298579085152596,-0.354795199353248,-0.736558247823268,0.0773802842013538
11,1,0.355113889090717,0.890039103105664,0.87294688122347,0.0715740094892681
12,1,-0.992783029098064,-0.341951554641128,0.981622291263193,0.186090183909982
13,1,0.218017024453729,-0.206559537444264,0.587316712364554,-0.928900644183159
14,1,-0.0641218586824834,-0.919916518963873,0.0813706391490996,-0.445969421416521
15,1,-0.346846315544099,0.20428630663082,-0.00604507979005575,-0.773824937175959
16,1,0.410200929269195,-0.431796182412654,-0.477854937780648,-0.270520801655948
17,1,-0.594480767380446,0.00105002382770181,0.219520814716816,-0.318741880357265
18,1,0.150971863884479,-0.556238053366542,-0.356810340192169,0.336741415783763
19,1,-0.643641044385731,-0.755360188893974,-0.205101463478059,-0.255392545834184
20,1,-0.837668242864311,-0.537450002972037,-0.956899575889111,0.941473092418164
21,1,0.963757711462677,0.878433170728385,0.318297317251563,-0.618449170142412
22,1,-0.199267589487135,0.128442400600761,-0.540773774962872,0.0420949249528348
23,1,-0.75010701501742,0.665137640666217,0.860850179102272,-0.316667068749666
24,1,0.123180566355586,-0.711595452856272,-0.19918507616967,-0.257117914967239
25,1,-0.143516814336181,-0.940936048515141,-0.517398302443326,-0.138584684114903
26,1,0.397220700513572,-0.114983367267996,0.256160744931549,-0.708707727026194
27,1,-0.722054344136268,-0.938736470416188,-0.561666432302445,-0.818039088975638
28,1,0.370877060573548,0.297139620874077,0.11781493620947,0.222427304368466
29,1,0.349599889013916,0.242978143971413,-0.480330627411604,0.554426431655884
30,1,-0.0749631589278579,-0.834519406314939,-0.0491394819691777,0.523897264152765
31,1,0.23553019342944,-0.530637662857771,-0.226705013774335,0.00653564510867
32,1,-0.421161128208041,0.857270638924092,0.28243047464639,0.930773956235498
33,1,-0.501234347466379,0.334455341566354,-0.616756627801806,0.239712530281395
34,1,0.110951953567564,-0.48093193070963,-0.84551184438169,0.348170924000442
35,1,-0.186676003504544,-0.191766931209713,0.205492767039686,-0.196793734561652
36,1,0.0260354685597122,-0.192979957442731,0.595576834399253,-0.656440635677427
37,1,-0.944250062573701,0.362071435432881,0.486452993005514,0.352959586773068
38,1,-0.314588934648782,-0.992327928543091,-0.0682885586284101,-0.890523352660239
39,1,0.407228220719844,0.117141858674586,0.0341900875791907,0.516774045303464
40,1,-0.443537566810846,-0.241439613513649,-0.843897550366819,0.371876349672675
41,1,-0.0105074266903102,-0.450061887968332,-0.881380928214639,0.639503430575132
42,1,-0.494357404764742,-0.378806035965681,0.750670202542096,0.992390474304557
43,1,-0.698129950556904,0.507598226889968,-0.693285213783383,0.0270032393746078
44,1,0.890695501118898,-0.843064416199923,-0.454898376949131,-0.275168270803988
45,1,-0.892351131886244,-0.332670446950942,0.677700999192894,0.282047421205789
46,1,0.727664292324334,0.734108129516244,-0.578142751473933,-0.650653702672571
47,1,-0.641655499115586,-0.203335199039429,-0.199089306406677,0.446795015595853
48,1,-0.684540044050664,-0.488964015617967,-0.680754716042429,-0.985036940313876
49,1,0.987616008613259,-0.467621815856546,0.388688385952264,-0.290497362613678
50,1,0.971140916924924,0.475978482980281,-0.295150052756071,0.866967152804136
51,1,0.590364736970514,-0.0887200441211462,-0.844859096687287,0.98770910454914
52,1,-0.429057145491242,0.0338375912979245,-0.449660237878561,0.645199141465127
