,"V1","V2","V3"
1,1,0.436937419231981,-0.0540320249274373
2,1,0.267006395384669,-0.343117103446275
3,1,0.356481539085507,-0.338441602885723
4,1,-0.122689539100975,0.917764293495566
5,1,-0.62163981795311,-0.00174536742269993
6,1,-0.151073372922838,0.585209584794939
7,1,0.682208143174648,0.574470591265708
8,1,0.102162114344537,0.140630579553545
9,1,0.00650421064347029,0.521656824275851
10,1,-0.364258952904493,0.557056469842792
11,1,0.97084383899346,-0.806886035017669
12,1,0.715952642261982,0.0081971064209938
13,1,0.345380622893572,0.487579726148397
14,1,-0.00796651607379317,0.169925632420927
15,1,0.0949913798831403,0.225807703100145
16,1,0.883057279046625,-0.906135040801018
17,1,-0.152577957138419,-0.683444072026759
18,1,0.411715197376907,-0.563475638162345
19,1,0.17538672266528,-0.172977352514863
20,1,0.0693727270700037,0.0658105663023889
21,1,0.416063087526709,0.991507346276194
22,1,-0.376014709938318,-0.311587167903781
23,1,0.00685700820758939,-0.359973478596658
24,1,0.230802053585649,0.929336205590516
25,1,-0.0998712107539177,0.643683660309762
26,1,-0.18747987691313,-0.0768197202123702
27,1,-0.324038732796907,0.307494550943375
28,1,0.191674545872957,0.346700374037027
29,1,0.00710794376209378,0.560588490217924
30,1,0.789693530183285,-0.135104376357049
31,1,-0.47625765716657,0.151937558781356
32,1,0.576353433541954,-0.86641883617267
33,1,-0.203665603883564,-0.153240017592907
34,1,-0.499468896538019,-0.611023806035519
35,1,-0.95078899897635,-0.736055155284703
36,1,0.796718498691916,-0.136820396408439
37,1,-0.825832883361727,-0.811242900788784
38,1,0.997705987188965,-0.0873158671893179
39,1,-0.552737370599061,-0.230325686745346
40,1,0.26796314585954,0.143745235167444
41,1,-0.997027763165534,0.317558411043137
42,1,-0.435246767476201,-0.589297810569406
43,1,-0.400386832188815,0.813843640498817
44,1,0.310300212353468,0.345463041681796
45,1,-0.739038594998419,0.388697724789381
46,1,0.40654222946614,-0.925941397901624
47,1,0.86447031609714,-0.202184104826301
48,1,-0.177274468354881,0.636398601345718
49,1,0.09772421233356,0.783014785032719
50,1,-0.378741438034922,-0.369730576407164
51,1,0.296476375777274,0.936091091483831
52,1,-0.41422283090651,-0.153511754237115
53,1,-0.16093524126336,0.85859090089798
54,1,-0.30893055582419,-0.505800091195852
55,1,0.95220457855612,-0.00983368884772062
56,1,0.673788994085044,0.137726049870253
57,1,-0.193041959311813,0.548875624313951
58,1,-0.124830848537385,-0.170223410706967
59,1,-0.0381395854055882,-0.346117620822042
60,1,0.656893110834062,-0.243478434626013
61,1,-0.618164321407676,0.825389214791358
62,1,0.48078024527058,-0.730878930538893
63,1,0.949781731702387,-0.218916443176568
64,1,-0.119103114120662,0.528263973537832
65,1,0.788756843656301,-0.0633695526048541
66,1,0.115998663473874,0.170023875776678
67,1,0.269325871020555,0.0353298545815051
68,1,0.387517222668976,0.268797661177814
69,1,0.103749250993133,-0.0260258032940328
70,1,-0.258724342565984,-0.694268145598471
71,1,0.527754742652178,0.170852844137698
72,1,0.612164116464555,-0.181802419014275
73,1,0.791227867826819,0.625647756736726
74,1,-0.224387595895678,-0.732457497622818
75,1,-0.656891870312393,0.327362888492644
76,1,0.267279491759837,-0.190162357874215
77,1,0.341829197481275,0.324486764147878
78,1,-0.735732641536742,0.502590678166598
79,1,0.297754324041307,0.431996512692422
80,1,0.0601395973935723,0.806288700085133
81,1,-0.2999755628407,-0.151459383312613
82,1,0.845276908483356,0.871652441099286
83,1,0.141559381037951,-0.489531761035323
84,1,-0.0165534075349569,-0.14920090790838
85,1,-0.647649120073766,0.341712278313935
86,1,0.260341408662498,0.755933758337051
87,1,0.680624437518418,0.87183211138472
88,1,0.475604357197881,-0.592204416170716
89,1,-0.884034442249686,-0.322402617894113
90,1,0.47589177172631,-0.942819701042026
91,1,0.773439053446054,-0.92488094419241
92,1,-0.857433528639376,0.303553085308522
93,1,-0.874767049215734,0.549161934759468
94,1,0.388113164808601,0.756481750868261
95,1,-0.192877561785281,0.881184386089444
96,1,0.476715031079948,-0.442237456329167
97,1,0.375417753588408,0.109305736143142
98,1,-0.962815400213003,0.523369826842099
99,1,-0.273644100409001,0.555803762283176
100,1,-0.122827005572617,0.18789627077058
101,1,-0.211961425840855,-0.455682008061558
102,1,0.643444111105055,-0.54014295944944
103,1,0.335999985225499,-0.117101828567684
104,1,-0.138011475559324,-0.603279400151223
105,1,0.281990655232221,0.679965777788311
106,1,-0.375491447281092,0.0853450656868517
107,1,0.72534419503063,0.559634412638843
108,1,0.253901310265064,-0.370433284901083
109,1,-0.698010897263885,0.502855103462934
110,1,0.795718427281827,-0.177501341328025
111,1,0.783806893974543,-0.621489867102355
112,1,0.23776804190129,-0.30342591740191
113,1,-0.437022385187447,-0.845091588795185
114,1,-0.155093796551228,0.462960001081228
115,1,-0.702521871775389,0.636338896118104
116,1,0.251229727175087,-0.944468790665269
117,1,-0.882521220948547,-0.202063432894647
118,1,0.141827220097184,-0.140751522965729
119,1,-0.216861996334046,-0.412694977130741
120,1,-0.105127805378288,-0.3903116164729
