,"V1","V2","V3"
1,1,0.644959292374551,0.908276251517236
2,1,0.243430822622031,-0.874801817815751
3,1,0.888433238957077,-0.88160777837038
4,1,-0.76795093389228,0.0724776242859662
5,1,-0.81847027502954,-0.54912385949865
6,1,-0.0974823283031583,-0.34755837218836
7,1,-0.670894242823124,-0.132875216659158
8,1,0.913436397910118,-0.00315510155633092
9,1,-0.550607387907803,0.163531209342182
10,1,-0.2461540796794,-0.49894195375964
11,1,0.22410742752254,0.645650360733271
12,1,0.804062292911112,-0.402173958718777
13,1,-0.18648804211989,0.775820807553828
14,1,-0.494801024440676,0.287040686700493
15,1,-0.762250731233507,0.861581662669778
16,1,-0.403840692248195,-0.892520053777844
17,1,-0.307143304031342,-0.263661211822182
18,1,-0.111058642622083,0.315887821372598
19,1,0.426097203511745,-0.363584494683892
20,1,-0.0827512950636446,0.76711251353845
21,1,0.178802696056664,-0.637773887254298
22,1,-0.320540167856961,0.386131301056594
23,1,-0.495371945202351,0.204253857955337
24,1,-0.83514818828553,0.457009712699801
25,1,0.731368756387383,-0.0180294439196587
26,1,0.492235860321671,0.626707788556814
27,1,-0.976621388457716,0.675790096167475
28,1,-0.905668329447508,-0.686795175541192
29,1,-0.0630930881015956,0.801603050436825
30,1,-0.293509160168469,-0.0745383752509952
31,1,-0.0178951448760927,-0.268639821093529
32,1,0.409241749439389,-0.794006472453475
33,1,0.16483020875603,-0.0172440782189369
34,1,-0.892897448968142,-0.774317261762917
35,1,0.20208555040881,0.0373732740990818
36,1,0.455767859704792,0.241133800707757
37,1,0.712438898161054,0.629009983502328
38,1,-0.671012638136744,-0.750849449075758
39,1,0.858783595263958,-0.275351260323077
40,1,-0.420863381586969,-0.088467565830797
41,1,-0.24154551140964,0.305642496328801
42,1,-0.68051815778017,0.326268672943115
43,1,0.321987472008914,-0.673117761034518
44,1,0.910580144263804,0.107141004409641
45,1,-0.795998452231288,-0.0909227663651109
46,1,-0.0724474820308387,-0.962359307799488
47,1,-0.688290362711996,-0.387182308826596
