,"V1","V2","V3","V4","V5"
1,1,-0.538101721554995,0.231351180933416,0.732195027172565,0.5126694701612
2,1,-0.0250465432181954,-0.45280636055395,-0.351380552630872,0.787022847682238
3,1,-0.467612397391349,0.138923953287303,0.380479884333909,-0.235208578873426
4,1,-0.860693028196692,0.253623793367296,0.377323729451746,0.772519000340253
5,1,-0.261751171201468,-0.701026452239603,0.872748914640397,0.0609412235207856
6,1,0.454505492001772,0.461375765968114,0.785743876360357,-0.731818079948425
7,1,-0.732427258044481,-0.114191032480448,0.820107108447701,-0.333148627076298
8,1,-0.611774602439255,-0.505902191624045,-0.349383569322526,-0.642531641293317
9,1,0.213462045416236,-0.332319089677185,-0.323244123253971,-0.0341202314011753
10,1,-0.895294280722737,0.767318153753877,0.122453878633678,0.146468161605299
11,1,0.800447780638933,0.25045067910105,0.714519613422453,-0.300341703463346
12,1,-0.110398607328534,0.851344276219606,-0.0118396524339914,0.844632215797901
13,1,0.484453909564763,-0.491504725068808,-0.839108294341713,-0.83366379654035
14,1,-0.00607509119436145,0.639725074637681,-0.279249645303935,0.560280852019787
15,1,0.238802053965628,-0.00222227582708001,0.273405052255839,-0.235882847104222
16,1,0.636019064579159,-0.360105088446289,-0.657351504545659,-0.821971947327256
17,1,-0.300219771917909,0.41460541728884,0.460728683508933,-0.292964366264641
18,1,0.653312171343714,-0.386901250574738,-0.700383755378425,0.131988784298301
19,1,0.947057601530105,0.11884826188907,0.039605385158211,0.0421807183884084
20,1,0.196529543958604,-0.882807228248566,-0.0723213776946068,-0.0414676358923316
21,1,-0.661756628192961,-0.482694875448942,-0.861449212301522,0.971772906836122
22,1,-0.457073725759983,-0.235566432587802,-0.137511390261352,-0.834527341648936
23,1,-0.274834967684001,0.486382687464356,0.384733180049807,0.90405025659129
24,1,-0.649018436204642,0.294544592034072,0.895758613478392,-0.257017481606454
25,1,0.589075146242976,0.020015035290271,-0.909566835965961,-0.125855314545333
26,1,0.545564015395939,0.376667064614594,0.476566586643457,-0.0179308755323291
27,1,-0.130601237062365,-0.0477093504741788,0.838873078115284,0.0335322003811598
28,1,0.0348647455684841,-0.34382832609117,0.870526957791299,-0.478110427968204
29,1,0.00239388318732381,-0.132860608398914,-0.218114058952779,0.534621712751687
30,1,-0.993980243802071,-0.201927504967898,-0.258801862597466,-0.232441042084247
31,1,0.247509171254933,-0.80218547815457,0.0679224296472967,-0.526686650700867
32,1,-0.928588164504617,0.394124164711684,0.377587132155895,0.727438035886735
33,1,-0.960334819741547,-0.902053862810135,-0.53712000651285,-0.481398755684495
34,1,-0.127347798552364,0.926453533582389,-0.0975495404563844,-0.675903723575175
35,1,0.456607225351036,0.958008026704192,0.841898270417005,0.435649042017758
36,1,-0.0148889920674264,-0.106449812185019,-0.768816416617483,-0.394981190096587
37,1,0.225388075690717,-0.412012704648077,-0.348327174782753,0.319203715305775
38,1,-0.37129107164219,-0.544059018138796,0.322074510157108,0.159675618167967
39,1,-0.227216598577797,0.468207104597241,-0.684969294350594,0.471023407299072
40,1,0.82740373769775,-0.0395767698064446,0.740135190077126,0.259889353066683
41,1,-0.313714280724525,-0.312990498263389,0.286885320674628,0.0585760804824531
42,1,0.618789428845048,0.0528922351077199,-0.426445245742798,0.0787522592581809
43,1,-0.131766082253307,-0.431884725578129,0.393878077156842,-0.950294982641935
44,1,0.524178456515074,-0.135562828741968,0.273288529366255,0.738401996903121
45,1,0.692480646073818,-0.436038118321449,-0.631962916813791,0.208300051745027
46,1,-0.25751487351954,0.0485913553275168,-0.903966401703656,0.317826497368515
47,1,0.517736077774316,0.980147207621485,0.621782755944878,-0.61208676872775
48,1,0.287523664999753,-0.352778595406562,0.272610594052821,0.943691538181156
49,1,0.776271597947925,0.550490253604949,0.113551859743893,0.758711231872439
50,1,-0.214908221270889,-0.495903531555086,0.00315876351669431,0.55354526033625
51,1,-0.0721488581039011,0.678167797625065,-0.836633828468621,-0.171088767237961
52,1,-0.732519692275673,-0.35464584082365,-0.160255329217762,-0.878583143930882
53,1,0.387944874353707,-0.450576507020742,-0.575346258003265,-0.138632227666676
54,1,0.757096204441041,-0.283518880605698,0.810385897289962,-0.103987621609122
55,1,-0.533203822094947,0.444435326848179,0.0553559307008982,-0.626716848928481
56,1,0.514974989928305,-0.720585115719587,-0.539696486666799,-0.628790738992393
57,1,0.630091730039567,0.656715606804937,0.367942315991968,-0.551188698038459
58,1,-0.261532610282302,0.0345113161019981,0.113710140809417,-0.966259180102497
59,1,-0.862477918155491,0.320440089795738,0.205433581024408,0.718759519979358
60,1,-0.0165316923521459,-0.546667574439198,0.7915682438761,-0.97986402688548
61,1,-0.370437178760767,0.751065304037184,0.0898879109881818,-0.264405898284167
62,1,-0.648901644162834,-0.202185884583741,0.520626089535654,0.776434945408255
63,1,0.00796001683920622,0.371748893521726,0.39304644940421,-0.103278591297567
64,1,0.0754651459865272,-0.433574022259563,0.764580175280571,0.733324200846255
65,1,0.394129972904921,-0.719791262876242,0.498042818158865,0.948470140341669
66,1,-0.781002030242234,0.0546558075584471,0.397733299527317,-0.332399855833501
67,1,-0.278228173963726,-0.655222058296204,-0.325849640183151,-0.826159394811839
68,1,-0.309890733100474,0.397804650478065,0.860792225692421,0.368320600595325
69,1,0.00357893900945783,-0.220639306586236,-0.261528637260199,-0.798521903343499
70,1,0.221445462200791,-0.784672030713409,0.0363749451935291,0.620226654224098
71,1,0.590933476109058,-0.351703243330121,-0.356863251887262,-0.346194503363222
72,1,-0.437826083507389,0.68143869144842,0.671022278722376,0.506167666986585
73,1,-0.243028805591166,0.832725669723004,-0.959088990464807,-0.964679080061615
74,1,-0.470065926667303,-0.458757483400404,0.108832724392414,-0.323850772343576
75,1,-0.950607786886394,0.280934740789235,-0.351778866257519,-0.369420116767287
76,1,-0.293301572557539,-0.791008907835931,-0.309113769326359,-0.389872222207487
77,1,-0.494973682332784,0.0874297376722097,-0.0226374459452927,0.494377730879933
78,1,-0.687485453207046,-0.415538242086768,0.746817979495972,0.814168514218181
79,1,0.152168015018106,0.107060589827597,-0.434114277828485,-0.596441095229238
80,1,-0.583520533982664,-0.125883439090103,0.0951676093973219,0.810774929821491
81,1,0.626940237823874,0.324180027004331,0.467525873798877,-0.854931426700205
82,1,-0.224428466055542,-0.395746759604663,0.983220882248133,-0.285579866264015
83,1,0.490131869912148,-0.283629603218287,-0.226437001023442,0.5618368787691
84,1,0.430661676451564,0.0829007686115801,0.803016101475805,-0.621587134897709
85,1,0.117719804868102,-0.308072575367987,-0.417246371507645,0.745444106403738
