"","V1","V2","V3","V4","V5"
"1",1,0.995915052015334,-0.435670352075249,1,-1
"2",1,0.00794205209240317,0.0471738455817103,1,1
"3",1,-0.90203249361366,0.397139417938888,1,1
"4",1,-0.879630662035197,0.771019367035478,-1,1
"5",1,0.630207414273173,-0.278155754320323,-1,1
"6",1,-0.230867347214371,-0.710755764041096,1,1
"7",1,-0.821549426298589,-0.816333181224763,-1,1
"8",1,0.264997850637883,-0.0643817069940269,1,1
"9",1,0.734660562127829,-0.770354554988444,1,-1
"10",1,0.273157233837992,-0.299692475236952,-1,-1
"11",1,0.46958825411275,0.564802556298673,1,1
"12",1,0.14679754525423,0.838182959705591,1,1
"13",1,-0.666046724654734,-0.26567499153316,-1,-1
"14",1,-0.886749865021557,-0.563197372481227,-1,-1
"15",1,-0.959531501866877,0.339387803338468,1,1
"16",1,-0.371299721766263,0.570671432185918,1,-1
"17",1,-0.306871125008911,-0.891740620136261,-1,-1
"18",1,0.777256765868515,-0.701550045516342,1,1
"19",1,-0.914406419731677,-0.680084740743041,1,-1
"20",1,-0.665847785770893,0.500876257196069,1,-1
"21",1,-0.570354410912842,-0.193286790512502,-1,-1
"22",1,0.900766254868358,0.15014345292002,-1,1
"23",1,-0.96245285263285,-0.523036544211209,-1,-1
"24",1,0.694141240790486,-0.530605525244027,-1,1
"25",1,0.730502692516893,0.409083559177816,-1,-1
"26",1,0.783344496041536,-0.523426122032106,1,1
"27",1,0.0960834617726505,-0.786822226364166,-1,1
"28",1,0.858784365933388,0.544327886775136,-1,1
"29",1,-0.761781754437834,0.441858109086752,-1,1
"30",1,-0.44979175971821,-0.216752800624818,-1,-1
