"","V1","V2","V3","V4","V5"
"1",1,-0.738479878287762,-0.330439273267984,1,-1
"2",1,-0.758198782801628,-0.559835526160896,1,-1
"3",1,0.594423257280141,-0.426505786366761,-1,-1
"4",1,-0.387021974660456,-0.29778625164181,-1,1
"5",1,-0.308632648084313,0.841143512632698,-1,1
"6",1,-0.876229775138199,-0.120692880358547,-1,-1
"7",1,0.337916942313313,0.470652529969811,1,-1
"8",1,-0.271521034650505,0.212811099365354,-1,1
"9",1,0.344995324965566,0.415511562023312,1,1
"10",1,-0.326429954264313,0.265253932680935,1,1
"11",1,-0.406965740490705,-0.395498876925558,1,-1
"12",1,0.0102031254209578,0.593053329735994,1,1
"13",1,-0.392747943289578,0.601461883634329,1,-1
"14",1,-0.00312657095491886,0.117019754834473,1,1
"15",1,0.598221349064261,0.221471639350057,1,1
"16",1,0.280460249632597,0.41556316614151,-1,-1
"17",1,-0.155126044992357,-0.741714379750192,-1,-1
"18",1,0.0293130315840244,-0.784566116519272,1,-1
"19",1,0.759109897073358,-0.728919051587582,-1,-1
"20",1,-0.472238096874207,0.862982631660998,1,1
"21",1,-0.365084090735763,0.66618742281571,1,-1
"22",1,-0.802569270133972,-0.6964280041866,-1,1
"23",1,-0.29967349441722,0.501949344296008,-1,-1
"24",1,0.119422246236354,0.656092951539904,1,1
"25",1,0.155606454238296,0.510624150279909,-1,1
"26",1,0.570415259338915,-0.252058625221252,1,-1
"27",1,-0.553708229679614,-0.182695929892361,1,-1
"28",1,0.25169786112383,0.546874385792762,-1,-1
"29",1,-0.8348896689713,-0.510269821621478,-1,-1
"30",1,-0.959107878152281,-0.115965854842216,1,-1
