"","V1","V2","V3"
"1",1,0.190083930734545,0.015154892578721
"2",1,0.671949877403677,-0.92329053254798
"3",1,0.635420560371131,-0.132561950013041
"4",1,-0.650393325835466,-0.698519251309335
"5",1,0.924143424257636,-0.301573358010501
"6",1,0.364206894766539,-0.462566352449358
"7",1,-0.0152450501918793,-0.779054112266749
"8",1,-0.2657276308164,-0.183031273540109
"9",1,0.292535390239209,-0.316178704146296
"10",1,-0.482631048187613,0.893234439659864
"11",1,0.276127994991839,-0.6505037243478
"12",1,-0.555039362516254,-0.0847140694968402
"13",1,-0.494227519724518,0.416415246203542
"14",1,0.520570666063577,-0.683406378142536
"15",1,-0.587870526127517,-0.18171463906765
"16",1,-0.738167488481849,0.620459754019976
"17",1,0.449905415065587,-0.290711321402341
"18",1,-0.939448843710124,0.833013620693237
"19",1,-0.266990410163999,0.556165637914091
"20",1,0.92991667566821,0.216744491364807
"21",1,-0.507862538099289,0.0466256006620824
"22",1,-0.552157312631607,-0.577221698593348
"23",1,0.772702214308083,-0.750455118250102
"24",1,0.557768718339503,0.571453894022852
"25",1,-0.343344298191369,-0.0885160607285798
"26",1,0.151708217803389,-0.962330863345414
"27",1,0.224590711761266,-0.102975783403963
"28",1,0.355342586524785,0.419085197616369
"29",1,0.771629956550896,0.871234674472362
"30",1,0.497150053270161,0.0044282884337008
