"","V1","V2","V3","V4"
"1",1,-0.799742808099836,0.251535340677947,1
"2",1,0.704585661645979,0.466338882222772,1
"3",1,-0.593279003165662,0.247207377105951,-1
"4",1,0.240548138041049,-0.56457908032462,1
"5",1,0.68210338614881,0.50165430130437,-1
"6",1,0.2116330252029,-0.841287741437554,-1
"7",1,0.118200127966702,-0.845839214511216,1
"8",1,0.0969105898402631,0.30845418618992,-1
"9",1,0.475360558833927,-0.182554229628295,-1
"10",1,-0.682695500086993,0.620943109504879,-1
"11",1,-0.453388025052845,0.318065831437707,1
"12",1,0.163698025979102,0.23189364746213,-1
"13",1,-0.703466072678566,0.486512346658856,1
"14",1,-0.670980554074049,0.389309207908809,1
"15",1,-0.395886466372758,-0.921408083755523,1
"16",1,0.836844889447093,0.969284249003977,1
"17",1,-0.522566241212189,0.0576815935783088,-1
"18",1,-0.973516782745719,-0.195367065723985,-1
"19",1,-0.168615646660328,0.425357209518552,-1
"20",1,0.67115379171446,-0.658435266464949,-1
"21",1,-0.576381453312933,-0.865987305529416,1
"22",1,0.610799223650247,-0.800103661138564,-1
"23",1,0.317459423094988,-0.774612246546894,-1
"24",1,-0.268055083695799,-0.549852434545755,1
"25",1,0.886600889731199,-0.385883572511375,-1
"26",1,-0.42823524819687,0.208857071120292,1
"27",1,-0.100445199757814,0.848297731019557,1
"28",1,0.767125111073256,0.234327533748001,-1
"29",1,-0.722039093263447,0.641963046044111,1
"30",1,-0.611369226593524,0.356082995887846,-1
