"","V1","V2","V3","V4","V5"
"1",1,-0.165448705200106,-0.896168113220483,1,-1
"2",1,0.713857683818787,0.358687856700271,1,1
"3",1,-0.0665665562264621,0.0743007152341306,1,-1
"4",1,-0.656106680631638,-0.367516232188791,1,-1
"5",1,-0.581920289900154,0.745997086167336,1,1
"6",1,0.327323795761913,-0.550680642016232,1,-1
"7",1,-0.90756834577769,0.302367547526956,1,-1
"8",1,-0.648070712573826,0.664092732127756,1,1
"9",1,-0.885081776417792,-0.394039809703827,-1,-1
"10",1,0.0929600717499852,0.0970586189068854,-1,1
"11",1,0.860672125127167,0.141889712773263,-1,-1
"12",1,0.314388214144856,-0.122966486494988,-1,-1
"13",1,0.114603848196566,-0.658285155426711,-1,1
"14",1,-0.137757454067469,0.486563050653785,-1,1
"15",1,-0.464684305246919,0.269802413415164,1,-1
"16",1,-0.148728833999485,0.0174009413458407,1,1
"17",1,0.103049963712692,-0.106186701450497,-1,-1
"18",1,0.0234374897554517,-0.639010292477906,-1,1
"19",1,-0.623592340387404,0.656940722372383,-1,1
"20",1,-0.457480229437351,-0.232536092866212,1,-1
"21",1,0.807031704578549,-0.242193644400686,-1,-1
"22",1,0.63402508944273,-0.546255173161626,1,-1
"23",1,0.342199717182666,-0.392876726575196,-1,1
"24",1,-0.69097852986306,0.62167736236006,1,1
"25",1,0.970328394323587,0.309844668023288,-1,1
"26",1,0.863046102691442,-0.487591077573597,1,1
"27",1,0.578171377070248,0.82067188154906,1,1
"28",1,-0.171616857871413,-0.829815554432571,1,-1
"29",1,0.0441250749863684,0.0469102077186108,-1,1
"30",1,0.888764103874564,0.366741983685642,-1,-1
"31",1,0.993435333482921,-0.957460531499237,1,1
"32",1,0.455948805902153,-0.768941121175885,-1,-1
"33",1,-0.0705792023800313,0.266231841873378,1,-1
"34",1,-0.467812105547637,0.568278543651104,-1,1
"35",1,-0.643719301559031,-0.542474145069718,-1,-1
"36",1,0.144713164772838,0.647992517333478,1,1
"37",1,0.740752772428095,-0.306450163945556,1,1
"38",1,-0.306993348523974,-0.642222931608558,-1,1
"39",1,-0.434074405580759,0.0295556983910501,1,1
"40",1,0.391540291253477,0.519961060490459,1,-1
