"","V1","V2","V3","V4"
"1",1,0.329003680497408,0.180741448421031,-1
"2",1,0.667868499644101,-0.887924393638968,1
"3",1,-0.45770377246663,0.880634234286845,1
"4",1,0.682202299591154,-0.0219036415219307,1
"5",1,-0.703797818627208,0.787369914818555,1
"6",1,-0.796182811725885,0.901509604882449,1
"7",1,0.496177996508777,0.00140941701829433,1
"8",1,0.423356092534959,0.952522227074951,1
"9",1,-0.957752805203199,0.498073534108698,1
"10",1,0.831331750378013,0.140953535679728,1
"11",1,0.723183337599039,0.537927793338895,1
"12",1,-0.554925685748458,-0.361280726734549,-1
"13",1,-0.880503555759788,-0.243748654611409,-1
"14",1,0.5589878722094,0.510408096015453,1
"15",1,0.756818001158535,-0.897832900751382,-1
"16",1,0.317402610555291,0.265000807121396,-1
"17",1,0.851482388563454,-0.0590523551218212,1
"18",1,-0.272485997993499,-0.13789171166718,-1
"19",1,0.0624722368083894,-0.6352858399041,1
"20",1,0.000889651942998171,0.246488715521991,-1
"21",1,-0.23074771463871,-0.711889035068452,-1
"22",1,-0.563985503744334,0.706615512259305,-1
"23",1,-0.286043629981577,-0.197409140411764,-1
"24",1,-0.295666862279177,0.0455582533031702,1
"25",1,-0.528005953412503,0.357461396139115,1
"26",1,0.753586254548281,0.575473163276911,-1
"27",1,-0.572541359812021,0.954094839747995,1
"28",1,-0.306771723087877,0.416972020175308,1
"29",1,0.202735995408148,-0.158603116404265,-1
"30",1,-0.287681566085666,-0.155460647772998,-1
"31",1,0.570490296464413,0.349834024440497,1
"32",1,-0.151560811791569,0.0272332257591188,1
"33",1,0.249644853174686,0.874953648075461,1
"34",1,-0.771127874031663,0.409214320592582,-1
"35",1,-0.345117059536278,-0.552106534596533,1
"36",1,0.494855607394129,0.504173547495157,-1
"37",1,-0.117268603760749,0.622269110288471,-1
"38",1,0.420447112061083,-0.95941153448075,-1
"39",1,-0.744706648867577,0.16058129677549,-1
"40",1,-0.945872986223549,0.0414885045029223,1
