"","V1","V2","V3","V4","V5"
"1",1,0.750773081090301,0.21725015155971,-1,1
"2",1,-0.0298185362480581,0.365360252559185,1,-1
"3",1,-0.061171337030828,-0.912268371321261,1,1
"4",1,0.94350572861731,-0.912979177199304,1,-1
"5",1,-0.470587523654103,-0.379167686682194,1,-1
"6",1,-0.509024722035974,-0.615597855299711,-1,1
"7",1,0.0925614791922271,0.538050539325923,1,1
"8",1,0.666440806817263,0.613807532936335,1,1
"9",1,-0.174928736872971,-0.863717322703451,1,1
"10",1,0.473714753519744,0.439428467769176,1,-1
"11",1,-0.737087283283472,-0.227435586974025,1,-1
"12",1,-0.104225346352905,0.784040491096675,1,-1
"13",1,0.143496057018638,-0.411191568244249,-1,-1
"14",1,-0.819113842677325,-0.895157356746495,1,-1
"15",1,-0.359619052615017,0.0986154754646122,-1,-1
"16",1,0.226279002614319,0.366916845086962,-1,1
"17",1,0.897491791751236,0.344115922693163,-1,1
"18",1,-0.503329318016768,0.0344441365450621,1,1
"19",1,0.966435031965375,-0.717381197027862,1,1
"20",1,-0.367247496731579,0.950100040994585,-1,1
"21",1,0.233638827688992,0.80003037955612,1,1
"22",1,-0.0333473435603082,0.993780787568539,1,-1
"23",1,0.28403450595215,0.601129882503301,1,1
"24",1,0.086772738955915,0.889440008904785,-1,1
"25",1,0.101100774947554,-0.625637424644083,-1,1
"26",1,0.882058633957058,0.265850845724344,1,1
"27",1,-0.414619400631636,0.843649426009506,-1,-1
"28",1,-0.790164889302105,0.929199968930334,-1,-1
"29",1,-0.0626977467909455,0.676946290303022,-1,-1
"30",1,0.0463053700514138,-0.0864212554879487,1,1
"31",1,0.28012362588197,-0.0128330518491566,-1,1
"32",1,0.373400079552084,0.382979180198163,1,-1
"33",1,0.937281185761094,0.730115797370672,-1,-1
"34",1,-0.366815387271345,-0.640819831751287,-1,1
"35",1,0.757307663094252,-0.239707313943654,-1,1
"36",1,0.331909473054111,-0.511326264590025,-1,1
"37",1,-0.471612535882741,0.090833583381027,-1,1
"38",1,0.00432212464511395,0.0423181666992605,1,-1
"39",1,-0.79561640881002,-0.241167901549488,-1,-1
"40",1,-0.070738049224019,-0.967240411322564,1,-1
"41",1,0.0422417344525456,0.320307865273207,1,1
"42",1,-0.0660318797454238,0.0493124690838158,-1,-1
"43",1,-0.0947551256977022,0.555283757392317,1,-1
"44",1,0.413165751844645,0.276327413041145,1,-1
"45",1,0.409582049120218,0.846344625577331,-1,1
"46",1,-0.0875749462284148,0.917263411451131,-1,-1
"47",1,0.661143197212368,-0.0409827288240194,-1,-1
"48",1,-0.868445464875549,0.527441231533885,-1,-1
"49",1,-0.900723004713655,0.342469204217196,-1,1
"50",1,0.299892528913915,0.115236641373485,1,-1
