"","V1","V2","V3","V4","V5"
"1",1,-0.0497232005000114,-0.191849787719548,1,-1
"2",1,0.952478066086769,-0.150187058839947,1,-1
"3",1,0.990235968492925,0.815967711620033,-1,1
"4",1,-0.895762325730175,-0.432310259435326,-1,1
"5",1,0.465622858610004,-0.302315891254693,1,1
"6",1,0.708785192109644,0.307490387931466,-1,1
"7",1,0.602549182716757,-0.645116698462516,1,1
"8",1,-0.329346597660333,0.451320288237184,1,-1
"9",1,-0.0387961301021278,0.394185790792108,-1,-1
"10",1,-0.416556608863175,-0.0431168936192989,1,-1
"11",1,-0.918541686609387,-0.508074910379946,1,1
"12",1,-0.66402687644586,-0.0944913262501359,-1,1
"13",1,0.531425294931978,-0.244279340375215,1,1
"14",1,-0.119542537722737,-0.533536394592375,-1,-1
"15",1,0.337944339029491,0.875747894868255,-1,1
"16",1,0.422066534403712,-0.205003256909549,1,-1
"17",1,0.625261939130723,0.765916189644486,1,-1
"18",1,-0.96801228215918,0.802567234262824,1,1
"19",1,-0.794334509409964,0.346144557464868,1,-1
"20",1,-0.669880278408527,0.327459714841098,1,-1
"21",1,-0.0845790426246822,-0.406286574434489,-1,-1
"22",1,-0.0782886571250856,-0.12901752628386,-1,1
"23",1,0.211682340595871,-0.79061200004071,-1,1
"24",1,-0.138616324868053,-0.430209036916494,-1,1
"25",1,-0.688190727960318,0.508568363264203,1,-1
"26",1,-0.168685765471309,0.363433836959302,1,1
"27",1,-0.769144635647535,-0.2900141174905,-1,-1
"28",1,-0.559922801330686,0.391808125656098,1,1
"29",1,-0.457548877689987,0.345252195838839,-1,1
"30",1,-0.626259423792362,0.787861895747483,1,1
"31",1,-0.167153160553426,0.147404648829252,-1,1
"32",1,0.157035327516496,-0.733733902219683,-1,1
"33",1,-0.175439444370568,0.561557933688164,-1,-1
"34",1,0.421319240704179,0.0836212867870927,1,1
"35",1,0.815467473585159,0.283109545242041,-1,-1
"36",1,-0.297582004684955,0.166307289153337,-1,-1
"37",1,0.0442144554108381,0.522010639309883,1,1
"38",1,-0.914116289932281,0.0793990483507514,-1,-1
"39",1,-0.5509004117921,0.956512939650565,-1,-1
"40",1,-0.885447624139488,0.661920259706676,-1,1
"41",1,-0.915438153315336,-0.161877632606775,1,-1
"42",1,-0.526003347709775,0.478517419658601,1,1
"43",1,-0.599034606479108,-0.495259075891227,-1,1
"44",1,-0.664237832184881,-0.661844790913165,1,-1
"45",1,0.287726364098489,0.741042593028396,-1,-1
"46",1,0.0208738357760012,0.614925948902965,1,-1
"47",1,0.562269167043269,-0.146189196966588,1,-1
"48",1,0.388247229158878,0.541206459514797,1,-1
"49",1,0.966197097208351,-0.398098303936422,1,1
"50",1,-0.184035305399448,0.82529493002221,1,1
