"","V1","V2","V3","V4"
"1",1,-0.467155935242772,0.599242708645761,-1
"2",1,-0.958248850423843,0.510469365864992,1
"3",1,-0.746306974440813,-0.173275507055223,1
"4",1,0.0790990018285811,0.386242805514485,1
"5",1,-0.181988854426891,-0.617908652871847,-1
"6",1,-0.439050837419927,-0.990830578841269,-1
"7",1,0.702530005015433,-0.950403970200568,-1
"8",1,-0.181907299440354,0.569706932175905,1
"9",1,0.313781030941755,-0.487527397461236,-1
"10",1,-0.919709810987115,0.0133770597167313,-1
"11",1,-0.597595306579024,-0.165155741851777,-1
"12",1,-0.2708795000799,0.543633073102683,-1
"13",1,-0.945280511397868,-0.846035357564688,-1
"14",1,0.340329183731228,0.827323455363512,-1
"15",1,-0.913179685827345,-0.864120197482407,-1
"16",1,-0.357336749322712,0.763796839863062,-1
"17",1,0.05332968570292,-0.356409184634686,1
"18",1,0.386129160411656,-0.478568559512496,1
"19",1,-0.23959552962333,-0.907042294275016,-1
"20",1,0.36609420273453,0.664100132882595,-1
"21",1,0.161885382607579,0.674265433568507,-1
"22",1,0.670818573329598,0.389276792295277,1
"23",1,0.469916762784123,0.583685242105275,-1
"24",1,0.50245350273326,0.519839244429022,-1
"25",1,-0.376223163679242,0.515661587938666,1
"26",1,-0.972609330434352,0.932328003458679,-1
"27",1,-0.0336145176552236,0.0368083966895938,1
"28",1,0.582794866058975,0.56929267803207,-1
"29",1,0.666149156168103,0.877082358580083,1
"30",1,0.735733887646347,0.71895669773221,-1
"31",1,-0.0805105129256845,0.00787936570122838,1
"32",1,-0.426276484504342,-0.935807933565229,1
"33",1,0.121238266117871,-0.309731442015618,-1
"34",1,0.0882465383037925,0.546959959436208,1
"35",1,0.460348482243717,0.462877133395523,-1
"36",1,0.79577373387292,-0.335109329316765,-1
"37",1,-0.886710004415363,-0.875863997731358,1
"38",1,-0.724732839036733,0.113051231019199,1
"39",1,-0.975045409519225,-0.778843094129115,-1
"40",1,0.423476451076567,0.615136404987425,-1
"41",1,-0.281597629189491,-0.876006809528917,1
"42",1,-0.891368624288589,0.565910723526031,1
"43",1,-0.430295989383012,-0.300748268142343,1
"44",1,-0.536703673191369,-0.352046993561089,-1
"45",1,-0.640737327281386,0.316908581182361,-1
"46",1,-0.969385208562016,-0.899014850147069,-1
"47",1,-0.590018841903657,0.0356729123741388,1
"48",1,0.619338774122298,0.509350785985589,1
"49",1,0.00577072938904166,-0.711370090022683,1
"50",1,-0.598079828545451,0.767067277804017,1
