"","V1","V2","V3","V4"
"1",1,-0.764963340945542,-0.537195847835392,-1
"2",1,-0.150227361824363,0.20061984565109,1
"3",1,-0.515765496529639,0.88452182430774,-1
"4",1,0.733683672267944,0.704577263444662,1
"5",1,0.409126030281186,-0.724172071088105,1
"6",1,-0.577078147325665,0.329190847929567,1
"7",1,-0.0081006377004087,0.274848880246282,-1
"8",1,-0.739099266007543,0.580475828144699,1
"9",1,-0.0930198030546308,-0.971927281003445,1
"10",1,0.192693019285798,-0.999123335815966,-1
"11",1,-0.557942902203649,-0.522988201584667,1
"12",1,0.824126315303147,0.567132879048586,-1
"13",1,0.871261011343449,-0.92200344754383,-1
"14",1,-0.545351874548942,-0.68085656920448,1
"15",1,0.272575370967388,-0.924519348423928,1
"16",1,-0.291560814250261,0.849497532937676,1
"17",1,0.783131942618638,0.563970748335123,-1
"18",1,-0.90373971639201,0.927408066112548,-1
"19",1,-0.456170327030122,0.457666294183582,-1
"20",1,-0.0648055467754602,-0.334643678274006,-1
"21",1,-0.108368906658143,-0.461654524318874,-1
"22",1,-0.345109556801617,0.649829058442265,1
"23",1,0.965961933601648,-0.119905196130276,1
"24",1,-0.256866827607155,-0.354246108792722,1
"25",1,-0.814109477214515,-0.198943270836025,-1
"26",1,-0.384244062472135,-0.510938241146505,1
"27",1,-0.747074988204986,0.182836919557303,1
"28",1,-0.564236852806062,0.633634057827294,1
"29",1,0.16392955230549,-0.917333838995546,1
"30",1,0.26010310696438,-0.635220007039607,1
