"","V1","V2","V3","V4"
"1",1,-0.71357396710664,0.802316990680993,1
"2",1,0.742378786671907,-0.547527640126646,-1
"3",1,-0.523759316653013,0.409329555928707,1
"4",1,-0.505585369188339,-0.017569029238075,1
"5",1,0.24471958912909,-0.0538829867728055,-1
"6",1,0.352017407305539,-0.503820285201073,1
"7",1,-0.827284671366215,0.377985247876495,1
"8",1,-0.360808975994587,0.805295377038419,1
"9",1,0.548585816286504,-0.00788422347977757,-1
"10",1,0.443232929799706,0.206099965143949,1
"11",1,-0.931057765614241,-0.988292233087122,-1
"12",1,0.749576188623905,0.589249004144222,-1
"13",1,-0.656679826322943,-0.916434289887547,1
"14",1,-0.520321127958596,0.552523033227772,-1
"15",1,-0.449821760412306,0.770338309463114,1
"16",1,0.239494032692164,-0.251096188556403,-1
"17",1,-0.198907494079322,0.808024180587381,-1
"18",1,0.304674786981195,-0.141562726348639,1
"19",1,-0.192209362518042,-0.863265031483024,-1
"20",1,-0.584301130846143,-0.0527100767940283,-1
"21",1,-0.0603375104255974,0.772347887046635,-1
"22",1,0.131804972887039,-0.925419123377651,-1
"23",1,0.175366102717817,-0.418235681485385,-1
"24",1,-0.371577358338982,0.514806826598942,-1
"25",1,0.719106830190867,-0.0926461932249367,1
"26",1,-0.978942479472607,-0.339023130014539,-1
"27",1,-0.858259751927108,-0.929947300348431,-1
"28",1,0.00829534325748682,-0.102350040338933,-1
"29",1,-0.285544660873711,-0.101458759978414,1
"30",1,0.446787066292018,0.552427587565035,1
"31",1,0.380000262986869,-0.555543368216604,-1
"32",1,-0.484109281562269,0.96623537549749,-1
"33",1,-0.0473492704331875,-0.0646117916330695,-1
"34",1,0.404629401862621,-0.630083351861686,1
"35",1,-0.323042232077569,-0.354340720921755,-1
"36",1,0.66285865008831,0.310988139826804,1
"37",1,0.882415343541652,0.519237085711211,1
"38",1,0.281247241888195,-0.768462854903191,-1
"39",1,0.824872698169202,0.711153029464185,-1
"40",1,-0.218817810993642,-0.208242224063724,-1
"41",1,0.393832322675735,0.111699694767594,-1
"42",1,0.102271006442606,-0.373645734041929,1
"43",1,0.768934565130621,0.816086468286812,1
"44",1,-0.153940644580871,0.256479546893388,-1
"45",1,0.896609098650515,0.0711268847808242,1
"46",1,0.718429480679333,0.747961547691375,1
"47",1,0.338257912546396,0.977362519130111,1
"48",1,-0.802862773649395,0.533888409845531,1
"49",1,0.0825418536551297,-0.981351679190993,-1
"50",1,0.614875755738467,0.92827763222158,-1
