"","V1","V2","V3","V4"
"1",1,0.656236616428941,0.272609246894717,-1
"2",1,-0.137728231493384,0.581583429127932,1
"3",1,-0.461361080873758,-0.504207605496049,1
"4",1,0.856703374534845,-0.352920618373901,-1
"5",1,0.254415401723236,-0.698098617140204,-1
"6",1,-0.836783879436553,0.134771160315722,-1
"7",1,-0.0641373037360609,-0.15853065578267,1
"8",1,0.775965828448534,0.845882382243872,1
"9",1,-0.146414167713374,-0.0168487494811416,-1
"10",1,0.475843810942024,-0.136646021623164,-1
"11",1,0.606960211880505,-0.0831244941800833,-1
"12",1,-0.452502876985818,0.0247900965623558,-1
"13",1,0.988554636482149,0.234696238767356,1
"14",1,0.577062583062798,-0.324496948625892,1
"15",1,0.505227801855654,0.0395688200369477,1
"16",1,-0.964780516456813,0.961819539777935,1
"17",1,-0.479074803646654,0.0887416480109096,-1
"18",1,0.987143378704786,-0.21872485242784,1
"19",1,-0.575489581562579,0.87560812709853,-1
"20",1,0.280714464373887,-0.386371613945812,-1
"21",1,0.3868612437509,-0.299300995655358,-1
"22",1,-0.755836422555149,0.567812116350979,-1
"23",1,-0.700958048459142,-0.190155138261616,-1
"24",1,0.534876577090472,0.644089989364147,-1
"25",1,-0.338848152663559,0.376963553484529,1
"26",1,0.725252936594188,-0.939755036961287,1
"27",1,-0.0589390844106674,0.531118731480092,1
"28",1,-0.493582475464791,-0.873427563812584,-1
"29",1,-0.82174098584801,-0.124197133816779,1
"30",1,-0.739897676743567,-0.156388771254569,1
"31",1,0.904190002009273,0.0574733577668667,1
"32",1,0.977562396787107,0.287855291739106,-1
"33",1,-0.348753198515624,-0.683333855122328,-1
"34",1,0.273097644094378,0.35755078215152,-1
"35",1,-0.332806755788624,0.0398563775233924,-1
"36",1,0.803751022554934,0.437705763150007,-1
"37",1,-0.602227637544274,-0.823147994466126,1
"38",1,0.473066261503845,0.529601159039885,1
"39",1,-0.981623635161668,0.554908476304263,1
"40",1,-0.84589974116534,-0.392946505919099,1
"41",1,0.245768103282899,-0.750982942990959,1
"42",1,0.160322940908372,0.495786252431571,1
"43",1,0.578642917331308,-0.652033266145736,-1
"44",1,0.180901536718011,0.628868493251503,1
"45",1,-0.291288581676781,0.697336100041866,-1
"46",1,0.470827587414533,-0.422999031376094,-1
"47",1,0.319836556911469,0.397629578132182,1
"48",1,-0.421549888327718,0.452904631383717,1
"49",1,-0.851300280541182,-0.501723143272102,1
"50",1,-0.971022907178849,-0.742125142831355,-1
