"","V1","V2","V3","V4"
"1",1,0.189995251595974,0.847840757109225,1
"2",1,0.629750506486744,0.275734428782016,-1
"3",1,0.863400721922517,-0.477291884832084,-1
"4",1,-0.716820098925382,-0.567789903376251,-1
"5",1,0.24961831793189,-0.037469357252121,1
"6",1,0.358078356832266,-0.245691679418087,-1
"7",1,0.222858153283596,0.764291507657617,-1
"8",1,-0.891030747909099,-0.30662574712187,-1
"9",1,0.68715263158083,-0.324110239744186,1
"10",1,-0.240937063936144,-0.0848189736716449,1
"11",1,-0.764778771903366,0.696478211320937,1
"12",1,-0.299939141143113,0.779927880037576,-1
"13",1,-0.062465803232044,0.371899171266705,-1
"14",1,0.789577666204423,-0.721472111064941,1
"15",1,0.294969995971769,0.0411865236237645,1
"16",1,-0.394915098324418,-0.325247606728226,-1
"17",1,0.598246988840401,0.032575411722064,-1
"18",1,-0.845799383241683,0.390537903178483,1
"19",1,-0.799449959769845,-0.480409173760563,-1
"20",1,-0.346814122982323,0.0376620008610189,-1
