"","V1","V2","V3"
"1",1,-0.143755139317364,-0.319621443282813
"2",1,-0.204959983937442,-0.11984766414389
"3",1,0.653548587113619,-0.871664164587855
"4",1,0.735626998823136,-0.455866863951087
"5",1,-0.203014021739364,-0.0473514972254634
"6",1,-0.806492388248444,-0.646353508811444
"7",1,0.0522168651223183,0.788117397110909
"8",1,0.502024783752859,-0.856732261367142
"9",1,0.78931770613417,0.34333490813151
"10",1,-0.0209239437244833,-0.278987811412662
"11",1,0.043431612662971,0.430162503849715
"12",1,-0.259398825466633,-0.54081089887768
"13",1,0.303798507433385,-0.275302278343588
"14",1,0.508908045478165,0.635479624383152
"15",1,-0.743477195966989,0.994340661447495
"16",1,-0.767291690222919,-0.277262408286333
"17",1,0.280233662575483,0.00757250282913446
"18",1,0.444113643839955,-0.0409172140061855
"19",1,0.529591063968837,0.612770496401936
"20",1,0.482516317628324,-0.647080862894654
"21",1,-0.607435363344848,-0.121282251086086
"22",1,0.407426995225251,-0.12323872698471
"23",1,-0.645834787748754,-0.754524821881205
"24",1,-0.501210734248161,-0.432808397337794
"25",1,-0.494523424189538,-0.570481261704117
"26",1,-0.935237968806177,-0.110091879498214
"27",1,0.238640055526048,0.571807209867984
"28",1,-0.958675584755838,-0.652785321231931
"29",1,-0.92516271257773,0.21513094054535
"30",1,-0.781721876468509,-0.339171343948692
