subject_id,group_index
0,3
1,2
2,2
3,2
4,1
5,1
6,1
7,1
8,1
9,2
10,3
11,3
12,1
13,3
14,2
15,2
16,2
17,3
18,2
19,1
20,1
21,2
22,3
23,1
24,1
25,3
26,2
27,1
28,1
29,2
30,2
31,1
32,2
33,3
34,2
35,1
36,3
37,3
38,2
39,3
40,3
41,1
42,2
43,2
44,2
45,3
46,3
47,1
48,1
49,3
50,3
51,2
52,2
53,3
54,1
55,3
56,1
57,2
58,3
59,1
60,3
61,1
62,2
63,3
64,2
65,1
66,2
67,2
68,2
69,2
70,3
71,2
72,1
73,3
74,2
75,1
76,3
77,2
78,3
79,3
80,1
81,1
82,3
83,1
84,1
85,2
86,3
87,3
88,2
89,3
90,1
91,3
92,3
93,3
94,1
95,3
96,3
97,3
98,2
99,3
100,3
101,2
102,3
103,3
104,1
105,3
106,1
107,3
108,1
109,2
110,1
111,2
112,3
113,2
114,2
115,1
116,2
117,2
118,1
119,3
120,3
121,1
122,3
123,3
124,3
125,3
126,1
127,1
128,3
129,2
130,1
131,1
132,1
133,2
134,3
135,3
136,2
137,1
138,3
139,3
140,3
141,2
142,2
143,2
144,3
145,1
146,2
147,3
148,3
149,1
150,3
151,2
152,1
153,2
154,2
155,1
156,3
157,1
158,2
159,2
160,3
161,2
162,1
163,3
164,1
165,3
166,2
167,1
168,3
169,3
170,1
171,2
172,1
173,3
174,3
175,3
176,1
177,1
178,3
179,1
180,3
181,3
182,2
183,2
184,2
185,1
186,1
187,3
188,2
189,3
190,2
191,3
192,3
193,2
194,2
195,1
196,3
197,2
198,2
199,1
200,3
201,3
202,3
203,3
204,1
205,3
206,2
207,2
208,2
209,3
210,1
211,3
212,2
213,1
214,3
215,2
216,3
217,1
218,1
219,1
220,1
221,1
222,3
223,2
224,1
225,3
226,1
227,1
228,3
229,1
230,2
231,1
232,1
233,2
234,1
235,2
236,2
237,2
238,2
239,1
240,1
241,2
242,1
243,2
244,2
245,1
246,1
247,3
248,3
249,2
250,2
251,1
252,2
253,2
254,2
255,2
256,1
257,3
258,2
259,2
260,3
261,1
262,2
263,1
264,2
265,1
266,2
267,2
268,3
269,1
270,3
271,3
272,3
273,3
274,2
275,2
276,2
277,2
278,1
279,3
280,3
281,3
282,3
283,3
284,2
285,1
286,3
287,2
288,1
289,3
290,3
291,3
292,1
293,3
294,1
295,2
296,3
297,1
298,1
299,2
300,1
301,1
302,3
303,2
304,3
305,3
306,1
307,2
308,1
309,1
310,2
311,1
312,1
313,1
314,3
315,1
316,2
317,2
318,2
319,1
320,3
321,2
322,2
323,1
324,2
325,2
326,3
327,2
328,2
329,1
330,3
331,3
332,1
333,1
334,1
335,2
336,3
337,1
338,1
339,2
340,1
341,1
342,1
343,2
344,2
345,1
346,2
347,2
348,3
349,1
350,1
351,3
352,2
353,1
354,1
355,1
356,2
357,1
358,3
359,2
