subject_id,group_index
0,1
1,3
2,3
3,2
4,2
5,1
6,3
7,1
8,3
9,2
10,1
11,1
12,2
13,1
14,1
15,3
16,3
17,2
18,2
19,3
20,2
21,3
22,3
23,3
24,3
25,3
26,2
27,3
28,2
29,2
30,1
31,2
32,1
33,1
34,3
35,3
36,2
37,3
38,2
39,2
40,1
41,3
42,3
43,2
44,2
45,1
46,3
47,2
48,3
49,3
50,1
51,1
52,1
53,3
54,1
55,2
56,1
57,3
58,1
59,3
60,1
61,1
62,3
63,1
64,1
65,1
66,2
67,2
68,2
69,3
70,1
71,2
72,1
73,1
74,3
75,1
76,3
77,1
78,1
79,3
80,3
81,2
82,1
83,2
84,3
85,3
86,1
87,2
88,2
89,3
90,2
91,1
92,2
93,3
94,1
95,1
96,2
97,3
98,3
99,1
100,2
101,2
102,3
103,1
104,2
105,2
106,1
107,2
108,2
109,2
110,2
111,3
112,2
113,2
114,3
115,1
116,1
117,3
118,2
119,1
