subject_id,group_index
0,1
1,2
2,2
3,2
4,1
5,1
6,3
7,3
8,2
9,2
10,1
11,2
12,2
13,2
14,2
15,3
16,1
17,2
18,3
19,2
20,2
21,1
22,3
23,3
24,2
25,2
26,1
27,1
28,3
29,2
30,3
31,2
32,1
33,1
34,3
35,1
36,1
37,3
38,2
39,2
40,3
41,1
42,3
43,2
44,1
45,2
46,3
47,2
48,3
49,1
50,2
51,1
52,2
53,1
54,2
55,3
56,2
57,1
58,3
59,3
60,2
61,1
62,1
63,2
64,2
65,2
66,2
67,2
68,1
69,1
70,2
71,3
72,3
73,3
74,2
75,1
76,3
77,2
78,2
79,2
80,3
81,1
82,2
83,1
84,3
85,1
86,3
87,3
88,3
89,3
90,3
91,3
92,3
93,2
94,3
95,2
96,2
97,1
98,3
99,3
100,2
101,1
102,2
103,1
104,3
105,3
106,2
107,2
108,1
109,3
110,1
111,3
112,2
113,1
114,3
115,1
116,3
117,1
118,1
119,2
120,3
121,1
122,2
123,1
124,2
125,2
126,3
127,3
128,3
129,3
130,2
131,2
132,2
133,2
134,3
135,1
136,3
137,1
138,1
139,2
140,1
141,1
142,1
143,1
144,1
145,2
146,3
147,1
148,3
149,3
150,2
151,3
152,1
153,3
154,2
155,3
156,2
157,2
158,2
159,1
160,3
161,2
162,3
163,3
164,2
165,3
166,1
167,2
168,2
169,3
170,1
171,3
172,2
173,1
174,1
175,2
176,3
177,1
178,1
179,2
180,1
181,1
182,3
183,2
184,2
185,3
186,1
187,3
188,3
189,1
190,3
191,1
192,3
193,2
194,1
195,2
196,2
197,2
198,1
199,3
200,1
201,3
202,3
203,2
204,3
205,3
206,1
207,3
208,1
209,3
210,1
211,2
212,1
213,2
214,1
215,1
216,1
217,3
218,1
219,1
220,1
221,1
222,3
223,1
224,1
225,3
226,3
227,2
228,2
229,3
230,1
231,1
232,3
233,1
234,1
235,3
236,1
237,3
238,2
239,2
