subject_id,group_index
0,3
1,2
2,2
3,3
4,3
5,1
6,3
7,1
8,1
9,2
10,2
11,1
12,3
13,1
14,3
15,2
16,1
17,3
18,3
19,3
20,3
21,1
22,3
23,2
24,3
25,2
26,1
27,3
28,3
29,1
30,3
31,2
32,3
33,1
34,3
35,2
36,1
37,3
38,1
39,1
40,2
41,1
42,1
43,1
44,2
45,3
46,2
47,1
48,1
49,2
50,2
51,3
52,2
53,1
54,2
55,3
56,3
57,1
58,2
59,3
60,3
61,1
62,1
63,1
64,2
65,2
66,1
67,1
68,3
69,2
70,3
71,2
72,1
73,1
74,3
75,3
76,1
77,2
78,1
79,2
80,3
81,2
82,2
83,3
84,2
85,2
86,1
87,1
88,1
89,2
90,1
91,1
92,3
93,2
94,2
95,1
96,2
97,3
98,2
99,2
100,3
101,2
102,3
103,3
104,3
105,2
106,2
107,2
108,2
109,1
110,1
111,1
112,1
113,2
114,3
115,3
116,3
117,2
118,1
119,3
