subject_id,group_index
0,1
1,2
2,2
3,3
4,3
5,3
6,2
7,2
8,3
9,3
10,2
11,3
12,3
13,1
14,3
15,3
16,1
17,1
18,3
19,1
20,1
21,1
22,2
23,3
24,2
25,2
26,3
27,1
28,1
29,3
30,2
31,2
32,3
33,2
34,1
35,3
36,1
37,2
38,2
39,2
40,1
41,3
42,1
43,1
44,3
45,3
46,2
47,1
48,3
49,3
50,1
51,1
52,1
53,1
54,3
55,2
56,1
57,2
58,3
59,1
60,2
61,3
62,3
63,2
64,1
65,1
66,3
67,1
68,3
69,3
70,1
71,2
72,3
73,1
74,3
75,1
76,2
77,3
78,3
79,3
80,2
81,3
82,3
83,3
84,1
85,1
86,2
87,3
88,1
89,3
90,2
91,3
92,1
93,3
94,2
95,2
96,2
97,3
98,3
99,3
100,2
101,1
102,3
103,2
104,1
105,1
106,2
107,3
108,3
109,3
110,1
111,2
112,2
113,2
114,3
115,2
116,1
117,2
118,2
119,1
120,1
121,1
122,2
123,1
124,3
125,1
126,1
127,3
128,3
129,3
130,2
131,1
132,2
133,1
134,1
135,2
136,3
137,2
138,3
139,1
140,1
141,2
142,2
143,2
144,3
145,2
146,1
147,1
148,1
149,3
150,1
151,2
152,3
153,2
154,3
155,1
156,2
157,2
158,3
159,3
160,2
161,1
162,1
163,3
164,1
165,3
166,2
167,2
168,3
169,3
170,3
171,2
172,1
173,2
174,3
175,2
176,3
177,3
178,2
179,2
180,2
181,3
182,2
183,1
184,3
185,3
186,2
187,3
188,2
189,1
190,1
191,1
192,2
193,1
194,1
195,1
196,1
197,2
198,3
199,1
200,1
201,1
202,1
203,3
204,3
205,2
206,1
207,2
208,3
209,1
210,2
211,2
212,1
213,3
214,1
215,2
216,1
217,2
218,1
219,2
220,3
221,2
222,1
223,3
224,2
225,3
226,1
227,3
228,1
229,3
230,1
231,2
232,1
233,3
234,3
235,3
236,2
237,3
238,2
239,1
240,1
241,2
242,1
243,1
244,3
245,2
246,2
247,2
248,2
249,2
250,2
251,2
252,1
253,1
254,2
255,3
256,2
257,1
258,3
259,3
260,1
261,1
262,2
263,2
264,2
265,3
266,1
267,1
268,1
269,3
270,2
271,2
272,2
273,2
274,1
275,3
276,3
277,3
278,1
279,1
280,2
281,1
282,2
283,3
284,2
285,1
286,2
287,2
288,1
289,2
290,3
291,1
292,1
293,1
294,1
295,3
296,2
297,3
298,2
299,2
300,1
301,3
302,2
303,1
304,3
305,3
306,1
307,1
308,3
309,2
310,3
311,2
312,1
313,2
314,3
315,2
316,2
317,3
318,2
319,2
320,3
321,2
322,3
323,3
324,1
325,1
326,1
327,3
328,1
329,1
330,2
331,1
332,2
333,1
334,2
335,3
336,3
337,3
338,2
339,1
340,2
341,3
342,1
343,1
344,2
345,1
346,3
347,2
348,1
349,1
350,2
351,1
352,3
353,3
354,3
355,3
356,3
357,2
358,2
359,3
