subject_id,group_index
0,2
1,3
2,3
3,1
4,1
5,1
6,1
7,2
8,2
9,2
10,2
11,3
12,3
13,3
14,1
15,1
16,2
17,2
18,2
19,2
20,1
21,2
22,3
23,3
24,2
25,3
26,1
27,3
28,1
29,3
30,1
31,1
32,2
33,2
34,3
35,3
36,1
37,2
38,3
39,3
40,3
41,1
42,1
43,3
44,3
45,3
46,1
47,1
48,3
49,2
50,3
51,1
52,3
53,3
54,3
55,3
56,2
57,1
58,3
59,3
60,2
61,2
62,3
63,2
64,2
65,3
66,1
67,2
68,1
69,1
70,1
71,3
72,1
73,2
74,2
75,1
76,3
77,2
78,1
79,1
80,2
81,2
82,3
83,3
84,2
85,3
86,1
87,3
88,1
89,2
90,1
91,3
92,3
93,1
94,1
95,3
96,2
97,3
98,3
99,1
100,1
101,1
102,3
103,1
104,2
105,3
106,1
107,1
108,1
109,1
110,3
111,1
112,1
113,2
114,2
115,3
116,1
117,1
118,3
119,2
120,2
121,2
122,1
123,3
124,1
125,2
126,1
127,1
128,3
129,2
130,1
131,1
132,1
133,2
134,3
135,1
136,2
137,1
138,2
139,1
140,1
141,1
142,1
143,2
144,2
145,3
146,3
147,3
148,2
149,3
150,1
151,3
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,3
160,1
161,1
162,1
163,3
164,3
165,1
166,2
167,2
168,2
169,2
170,3
171,2
172,2
173,2
174,2
175,1
176,2
177,2
178,3
179,1
180,2
181,2
182,3
183,2
184,2
185,3
186,1
187,3
188,2
189,2
190,2
191,2
192,1
193,3
194,2
195,2
196,3
197,3
198,3
199,2
200,3
201,3
202,1
203,2
204,3
205,1
206,3
207,2
208,2
209,3
210,3
211,1
212,3
213,2
214,3
215,3
216,2
217,3
218,1
219,1
220,3
221,1
222,3
223,1
224,2
225,1
226,2
227,1
228,1
229,3
230,1
231,3
232,2
233,1
234,2
235,1
236,3
237,1
238,1
239,3
