subject_id,group_index
0,3
1,3
2,1
3,1
4,1
5,2
6,1
7,1
8,1
9,2
10,1
11,2
12,2
13,3
14,1
15,2
16,3
17,2
18,3
19,2
20,1
21,2
22,2
23,2
24,3
25,1
26,1
27,3
28,1
29,3
30,3
31,2
32,1
33,2
34,3
35,1
36,1
37,2
38,1
39,1
40,2
41,3
42,2
43,3
44,3
45,1
46,2
47,3
48,1
49,3
50,3
51,2
52,1
53,1
54,2
55,1
56,3
57,1
58,3
59,1
60,3
61,3
62,2
63,2
64,3
65,1
66,3
67,2
68,2
69,1
70,2
71,2
72,1
73,2
74,1
75,2
76,1
77,1
78,1
79,1
80,2
81,2
82,2
83,2
84,2
85,2
86,3
87,3
88,3
89,2
90,1
91,2
92,3
93,3
94,1
95,1
96,1
97,3
98,3
99,3
100,1
101,3
102,2
103,3
104,3
105,1
106,2
107,3
108,1
109,3
110,3
111,2
112,2
113,3
114,1
115,2
116,2
117,3
118,3
119,3
