subject_id,group_index
0,2
1,2
2,2
3,1
4,2
5,3
6,1
7,1
8,3
9,1
10,1
11,2
12,2
13,2
14,2
15,1
16,1
17,3
18,3
19,3
20,1
21,2
22,2
23,3
24,1
25,1
26,1
27,1
28,3
29,3
30,1
31,3
32,2
33,3
34,3
35,1
36,1
37,3
38,1
39,2
40,1
41,2
42,1
43,1
44,1
45,3
46,1
47,2
48,1
49,3
50,2
51,3
52,3
53,2
54,1
55,3
56,3
57,3
58,2
59,3
60,1
61,3
62,1
63,2
64,2
65,3
66,2
67,2
68,3
69,3
70,1
71,3
72,2
73,3
74,2
75,1
76,3
77,2
78,2
79,1
80,1
81,3
82,3
83,1
84,3
85,1
86,2
87,2
88,1
89,2
90,2
91,3
92,2
93,2
94,1
95,1
96,3
97,3
98,1
99,3
100,3
101,1
102,2
103,3
104,3
105,1
106,2
107,1
108,3
109,3
110,3
111,1
112,3
113,3
114,3
115,1
116,3
117,3
118,2
119,3
120,1
121,1
122,1
123,3
124,2
125,3
126,2
127,2
128,3
129,1
130,2
131,1
132,3
133,2
134,2
135,3
136,3
137,2
138,2
139,3
140,1
141,2
142,1
143,2
144,2
145,2
146,3
147,2
148,2
149,3
150,1
151,1
152,3
153,2
154,2
155,3
156,2
157,3
158,1
159,1
160,2
161,2
162,1
163,1
164,2
165,1
166,2
167,1
168,2
169,3
170,2
171,1
172,1
173,1
174,2
175,2
176,3
177,1
178,1
179,2
180,3
181,1
182,3
183,3
184,2
185,1
186,2
187,1
188,2
189,3
190,1
191,1
192,3
193,3
194,2
195,3
196,1
197,3
198,2
199,3
200,1
201,1
202,2
203,2
204,1
205,3
206,1
207,1
208,1
209,1
210,1
211,3
212,2
213,1
214,2
215,3
216,2
217,2
218,1
219,2
220,3
221,2
222,2
223,1
224,3
225,2
226,2
227,3
228,3
229,2
230,2
231,2
232,2
233,1
234,3
235,1
236,3
237,3
238,3
239,1
