subject_id,group_index
0,3
1,1
2,3
3,1
4,3
5,3
6,2
7,2
8,3
9,2
10,1
11,1
12,1
13,2
14,2
15,3
16,3
17,2
18,3
19,3
20,1
21,1
22,2
23,3
24,1
25,3
26,2
27,3
28,2
29,1
30,1
31,2
32,2
33,1
34,2
35,1
36,3
37,2
38,3
39,1
40,1
41,3
42,3
43,2
44,1
45,2
46,3
47,2
48,3
49,3
50,2
51,1
52,3
53,2
54,1
55,3
56,3
57,1
58,3
59,2
60,1
61,3
62,2
63,1
64,2
65,3
66,2
67,3
68,3
69,3
70,1
71,2
72,1
73,2
74,2
75,1
76,1
77,3
78,1
79,3
80,3
81,1
82,3
83,2
84,1
85,3
86,1
87,3
88,2
89,1
90,2
91,2
92,3
93,1
94,2
95,1
96,1
97,1
98,3
99,2
100,3
101,2
102,3
103,1
104,3
105,2
106,2
107,2
108,1
109,2
110,2
111,1
112,2
113,2
114,1
115,1
116,3
117,1
118,2
119,1
