subject_id,group_index
0,1
1,2
2,3
3,3
4,3
5,1
6,2
7,2
8,1
9,3
10,3
11,2
12,2
13,3
14,1
15,1
16,2
17,1
18,1
19,2
20,3
21,2
22,1
23,3
24,3
25,2
26,1
27,1
28,1
29,1
30,2
31,2
32,2
33,3
34,2
35,1
36,1
37,3
38,3
39,1
40,2
41,1
42,3
43,2
44,2
45,1
46,3
47,2
48,1
49,2
50,1
51,2
52,3
53,3
54,2
55,1
56,2
57,3
58,1
59,1
60,2
61,2
62,2
63,2
64,1
65,1
66,2
67,2
68,3
69,3
70,3
71,3
72,2
73,3
74,3
75,1
76,1
77,3
78,2
79,3
80,2
81,3
82,3
83,1
84,3
85,3
86,1
87,2
88,1
89,1
90,3
91,1
92,3
93,1
94,3
95,3
96,1
97,1
98,3
99,1
100,2
101,2
102,3
103,2
104,2
105,3
106,1
107,1
108,3
109,3
110,1
111,2
112,3
113,2
114,2
115,3
116,2
117,2
118,1
119,1
