subject_id,group_index
0,2
1,3
2,3
3,1
4,3
5,3
6,3
7,2
8,2
9,3
10,1
11,3
12,1
13,1
14,2
15,1
16,2
17,2
18,2
19,2
20,1
21,3
22,3
23,1
24,3
25,2
26,3
27,3
28,3
29,1
30,1
31,3
32,2
33,2
34,2
35,3
36,3
37,1
38,3
39,1
40,1
41,2
42,2
43,1
44,2
45,2
46,1
47,3
48,2
49,1
50,2
51,2
52,2
53,2
54,2
55,3
56,3
57,1
58,2
59,2
60,1
61,2
62,3
63,3
64,3
65,2
66,1
67,1
68,2
69,3
70,1
71,3
72,3
73,3
74,3
75,2
76,3
77,1
78,2
79,3
80,1
81,2
82,1
83,1
84,1
85,3
86,3
87,3
88,2
89,1
90,1
91,1
92,1
93,2
94,1
95,1
96,1
97,3
98,2
99,3
100,2
101,1
102,1
103,2
104,1
105,3
106,1
107,2
108,1
109,2
110,3
111,3
112,2
113,3
114,1
115,2
116,1
117,2
118,1
119,1
120,3
121,3
122,2
123,1
124,2
125,3
126,3
127,3
128,2
129,3
130,1
131,2
132,1
133,3
134,2
135,2
136,3
137,2
138,3
139,3
140,2
141,1
142,2
143,2
144,1
145,1
146,2
147,2
148,1
149,2
150,2
151,1
152,3
153,1
154,1
155,3
156,2
157,3
158,1
159,2
160,2
161,3
162,1
163,1
164,3
165,3
166,1
167,3
168,3
169,1
170,3
171,2
172,2
173,3
174,2
175,1
176,3
177,3
178,1
179,3
180,2
181,1
182,2
183,1
184,2
185,1
186,2
187,2
188,3
189,3
190,3
191,2
192,3
193,1
194,1
195,3
196,1
197,3
198,2
199,3
200,3
201,2
202,2
203,1
204,3
205,1
206,1
207,1
208,1
209,2
210,1
211,3
212,1
213,1
214,3
215,1
216,3
217,1
218,1
219,1
220,1
221,2
222,2
223,1
224,2
225,3
226,3
227,2
228,1
229,2
230,2
231,3
232,2
233,2
234,1
235,2
236,3
237,3
238,3
239,2
