subject_id,group_index
0,2
1,1
2,3
3,1
4,1
5,1
6,3
7,1
8,3
9,3
10,2
11,1
12,2
13,2
14,2
15,1
16,2
17,1
18,3
19,3
20,3
21,2
22,3
23,3
24,3
25,3
26,1
27,2
28,1
29,3
30,1
31,2
32,1
33,3
34,3
35,2
36,2
37,1
38,2
39,2
40,1
41,3
42,1
43,3
44,2
45,3
46,3
47,3
48,1
49,1
50,1
51,3
52,2
53,1
54,1
55,1
56,2
57,3
58,3
59,2
60,2
61,1
62,2
63,1
64,1
65,1
66,2
67,3
68,2
69,3
70,3
71,3
72,3
73,2
74,3
75,2
76,3
77,2
78,3
79,2
80,2
81,2
82,2
83,2
84,1
85,2
86,2
87,1
88,1
89,2
90,3
91,1
92,1
93,2
94,3
95,2
96,1
97,3
98,3
99,3
100,3
101,1
102,3
103,3
104,3
105,1
106,1
107,1
108,3
109,2
110,3
111,1
112,1
113,1
114,2
115,1
116,1
117,3
118,3
119,2
120,1
121,2
122,3
123,3
124,2
125,2
126,3
127,3
128,2
129,2
130,3
131,1
132,3
133,1
134,2
135,1
136,3
137,1
138,3
139,2
140,3
141,3
142,2
143,1
144,2
145,2
146,1
147,3
148,1
149,2
150,1
151,3
152,2
153,1
154,1
155,2
156,3
157,3
158,2
159,3
160,1
161,2
162,3
163,2
164,2
165,2
166,2
167,1
168,1
169,2
170,3
171,1
172,1
173,3
174,1
175,1
176,1
177,2
178,3
179,2
180,1
181,2
182,3
183,1
184,2
185,3
186,1
187,2
188,1
189,2
190,2
191,1
192,2
193,3
194,1
195,3
196,2
197,2
198,1
199,1
200,1
201,1
202,3
203,1
204,1
205,3
206,1
207,2
208,3
209,3
210,2
211,3
212,3
213,1
214,1
215,2
216,2
217,3
218,2
219,2
220,3
221,1
222,2
223,2
224,2
225,3
226,3
227,2
228,3
229,1
230,3
231,3
232,2
233,2
234,1
235,3
236,2
237,1
238,1
239,1
