subject_id,group_index
0,3
1,3
2,3
3,2
4,1
5,1
6,1
7,3
8,1
9,3
10,3
11,2
12,3
13,2
14,3
15,3
16,1
17,1
18,2
19,1
20,1
21,2
22,1
23,3
24,3
25,2
26,2
27,3
28,3
29,1
30,1
31,2
32,1
33,1
34,1
35,3
36,3
37,1
38,2
39,2
40,2
41,2
42,3
43,1
44,1
45,1
46,2
47,1
48,3
49,2
50,2
51,3
52,1
53,3
54,2
55,3
56,1
57,3
58,3
59,3
60,1
61,2
62,2
63,1
64,2
65,1
66,3
67,1
68,3
69,2
70,3
71,1
72,1
73,1
74,1
75,2
76,2
77,2
78,2
79,1
80,2
81,3
82,3
83,3
84,2
85,2
86,3
87,3
88,1
89,1
90,2
91,3
92,2
93,3
94,2
95,1
96,2
97,3
98,1
99,2
100,2
101,2
102,3
103,3
104,2
105,3
106,3
107,1
108,1
109,1
110,3
111,1
112,2
113,2
114,1
115,1
116,1
117,3
118,3
119,2
120,3
121,2
122,1
123,1
124,3
125,2
126,3
127,1
128,2
129,1
130,2
131,1
132,2
133,2
134,2
135,3
136,1
137,2
138,3
139,1
140,3
141,1
142,3
143,3
144,1
145,3
146,3
147,3
148,2
149,2
150,1
151,2
152,2
153,2
154,1
155,3
156,2
157,3
158,3
159,3
160,3
161,1
162,1
163,2
164,1
165,2
166,2
167,1
168,1
169,2
170,1
171,3
172,2
173,3
174,3
175,2
176,1
177,3
178,3
179,3
180,3
181,1
182,2
183,1
184,3
185,1
186,3
187,3
188,1
189,2
190,2
191,2
192,3
193,2
194,1
195,3
196,3
197,1
198,1
199,1
200,2
201,2
202,2
203,3
204,2
205,2
206,1
207,2
208,1
209,2
210,1
211,1
212,1
213,3
214,2
215,2
216,1
217,1
218,3
219,3
220,2
221,1
222,2
223,2
224,2
225,1
226,2
227,2
228,1
229,3
230,1
231,3
232,1
233,1
234,3
235,2
236,3
237,3
238,1
239,2
240,2
241,1
242,1
243,1
244,2
245,2
246,3
247,2
248,3
249,2
250,2
251,2
252,2
253,1
254,3
255,1
256,2
257,3
258,1
259,2
260,1
261,1
262,2
263,2
264,3
265,2
266,3
267,3
268,1
269,1
270,2
271,1
272,3
273,1
274,2
275,2
276,2
277,3
278,2
279,3
280,3
281,2
282,3
283,3
284,3
285,3
286,3
287,2
288,3
289,2
290,2
291,3
292,1
293,1
294,1
295,3
296,3
297,1
298,3
299,2
300,1
301,2
302,1
303,1
304,3
305,1
306,1
307,2
308,3
309,2
310,2
311,1
312,3
313,1
314,1
315,2
316,2
317,3
318,1
319,3
320,3
321,1
322,1
323,3
324,2
325,2
326,1
327,2
328,3
329,2
330,2
331,3
332,1
333,2
334,1
335,3
336,3
337,3
338,1
339,3
340,1
341,1
342,2
343,1
344,3
345,3
346,2
347,1
348,1
349,1
350,2
351,2
352,3
353,1
354,3
355,3
356,2
357,1
358,3
359,3
