subject_id,group_index
0,1
1,3
2,3
3,2
4,2
5,1
6,2
7,1
8,1
9,2
10,1
11,1
12,1
13,3
14,3
15,3
16,3
17,1
18,3
19,2
20,1
21,1
22,3
23,2
24,3
25,2
26,3
27,2
28,3
29,1
30,2
31,3
32,2
33,1
34,1
35,2
36,1
37,1
38,1
39,1
40,1
41,2
42,2
43,3
44,1
45,1
46,1
47,3
48,2
49,3
50,3
51,3
52,2
53,2
54,2
55,3
56,3
57,1
58,3
59,1
60,1
61,1
62,1
63,2
64,2
65,2
66,2
67,2
68,3
69,2
70,3
71,3
72,1
73,1
74,3
75,2
76,3
77,3
78,3
79,1
80,3
81,3
82,3
83,3
84,1
85,1
86,1
87,1
88,3
89,1
90,2
91,2
92,2
93,3
94,3
95,2
96,3
97,3
98,2
99,2
100,2
101,2
102,1
103,3
104,3
105,2
106,2
107,1
108,2
109,1
110,3
111,2
112,1
113,2
114,1
115,2
116,2
117,3
118,2
119,1
