subject_id,group_index
0,2
1,1
2,3
3,3
4,3
5,3
6,1
7,2
8,1
9,2
10,3
11,1
12,1
13,2
14,1
15,3
16,1
17,1
18,3
19,2
20,2
21,3
22,1
23,2
24,1
25,3
26,3
27,1
28,2
29,1
30,3
31,2
32,3
33,1
34,2
35,3
36,3
37,2
38,2
39,1
40,1
41,3
42,3
43,1
44,2
45,1
46,1
47,1
48,3
49,2
50,1
51,1
52,2
53,2
54,1
55,3
56,2
57,2
58,1
59,2
60,3
61,2
62,3
63,3
64,3
65,3
66,1
67,3
68,2
69,3
70,1
71,3
72,3
73,2
74,1
75,2
76,1
77,2
78,1
79,2
80,2
81,2
82,3
83,2
84,1
85,3
86,2
87,3
88,1
89,2
90,2
91,3
92,1
93,3
94,1
95,1
96,1
97,1
98,2
99,1
100,3
101,2
102,1
103,3
104,3
105,2
106,3
107,3
108,2
109,2
110,3
111,1
112,1
113,1
114,2
115,2
116,2
117,3
118,3
119,2
