subject_id,group_index
0,1
1,3
2,2
3,3
4,2
5,3
6,1
7,3
8,1
9,1
10,2
11,3
12,1
13,2
14,3
15,2
16,2
17,1
18,2
19,2
20,2
21,3
22,2
23,2
24,3
25,3
26,3
27,1
28,1
29,2
30,3
31,1
32,3
33,2
34,3
35,2
36,1
37,2
38,1
39,1
40,3
41,3
42,2
43,3
44,2
45,1
46,2
47,1
48,2
49,3
50,2
51,1
52,1
53,2
54,1
55,1
56,1
57,2
58,3
59,2
60,2
61,2
62,3
63,2
64,1
65,2
66,1
67,3
68,3
69,3
70,1
71,2
72,1
73,2
74,3
75,1
76,2
77,2
78,1
79,2
80,3
81,3
82,3
83,2
84,1
85,1
86,3
87,3
88,2
89,1
90,3
91,3
92,1
93,1
94,2
95,1
96,1
97,1
98,3
99,3
100,2
101,3
102,3
103,2
104,3
105,1
106,3
107,1
108,3
109,1
110,1
111,1
112,2
113,1
114,3
115,2
116,1
117,3
118,2
119,1
120,2
121,2
122,2
123,3
124,1
125,1
126,3
127,3
128,3
129,2
130,2
131,2
132,2
133,2
134,3
135,2
136,3
137,2
138,2
139,2
140,1
141,2
142,3
143,2
144,2
145,1
146,1
147,3
148,3
149,2
150,1
151,1
152,1
153,3
154,2
155,3
156,1
157,2
158,1
159,1
160,3
161,1
162,1
163,1
164,2
165,2
166,1
167,2
168,1
169,3
170,3
171,2
172,3
173,3
174,1
175,3
176,2
177,1
178,1
179,2
180,2
181,2
182,3
183,3
184,3
185,3
186,1
187,1
188,3
189,1
190,3
191,3
192,2
193,3
194,2
195,2
196,1
197,1
198,1
199,2
200,2
201,1
202,1
203,3
204,2
205,3
206,2
207,3
208,3
209,3
210,2
211,2
212,3
213,3
214,1
215,2
216,1
217,2
218,2
219,1
220,3
221,2
222,1
223,3
224,1
225,1
226,1
227,2
228,3
229,1
230,3
231,2
232,1
233,2
234,2
235,2
236,2
237,1
238,2
239,3
240,3
241,3
242,3
243,3
244,1
245,2
246,2
247,2
248,3
249,1
250,1
251,3
252,3
253,1
254,1
255,1
256,2
257,3
258,3
259,1
260,1
261,1
262,1
263,1
264,2
265,2
266,1
267,2
268,2
269,3
270,2
271,2
272,2
273,2
274,3
275,2
276,3
277,2
278,2
279,3
280,2
281,2
282,1
283,2
284,3
285,3
286,1
287,1
288,3
289,1
290,1
291,2
292,1
293,2
294,2
295,3
296,3
297,1
298,2
299,2
300,3
301,2
302,1
303,1
304,2
305,1
306,1
307,3
308,3
309,1
310,3
311,1
312,2
313,3
314,1
315,3
316,3
317,2
318,2
319,1
320,3
321,3
322,1
323,3
324,1
325,3
326,3
327,1
328,1
329,3
330,1
331,2
332,2
333,2
334,1
335,2
336,1
337,3
338,1
339,3
340,3
341,1
342,3
343,3
344,2
345,3
346,1
347,3
348,1
349,3
350,1
351,1
352,3
353,1
354,3
355,3
356,3
357,3
358,1
359,2
