subject_id,group_index
0,2
1,2
2,3
3,3
4,3
5,1
6,1
7,2
8,3
9,1
10,3
11,2
12,1
13,1
14,2
15,3
16,1
17,2
18,2
19,3
20,2
21,3
22,3
23,3
24,1
25,3
26,2
27,3
28,3
29,3
30,1
31,3
32,3
33,2
34,2
35,1
36,1
37,2
38,2
39,1
40,1
41,1
42,1
43,1
44,1
45,2
46,3
47,2
48,3
49,2
50,3
51,2
52,1
53,3
54,1
55,2
56,1
57,2
58,1
59,2
60,2
61,1
62,3
63,3
64,1
65,1
66,1
67,3
68,1
69,2
70,1
71,3
72,1
73,1
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,1
82,1
83,3
84,1
85,3
86,1
87,1
88,2
89,3
90,1
91,2
92,3
93,2
94,1
95,1
96,1
97,1
98,3
99,1
100,3
101,3
102,2
103,2
104,3
105,2
106,2
107,1
108,3
109,2
110,3
111,2
112,3
113,2
114,2
115,1
116,3
117,1
118,2
119,2
120,3
121,1
122,3
123,1
124,3
125,3
126,1
127,3
128,1
129,3
130,3
131,2
132,2
133,3
134,1
135,2
136,2
137,1
138,2
139,2
140,3
141,3
142,3
143,2
144,2
145,2
146,3
147,1
148,2
149,3
150,1
151,3
152,1
153,1
154,3
155,3
156,1
157,1
158,1
159,1
160,2
161,2
162,3
163,2
164,1
165,3
166,1
167,3
168,1
169,3
170,1
171,1
172,3
173,1
174,3
175,2
176,1
177,2
178,1
179,2
180,3
181,1
182,3
183,3
184,2
185,3
186,2
187,3
188,3
189,2
190,3
191,3
192,1
193,2
194,2
195,3
196,1
197,3
198,1
199,2
200,3
201,3
202,3
203,2
204,1
205,3
206,2
207,2
208,2
209,2
210,2
211,1
212,2
213,2
214,3
215,2
216,2
217,2
218,3
219,2
220,1
221,3
222,1
223,2
224,3
225,3
226,2
227,2
228,1
229,1
230,3
231,2
232,1
233,1
234,1
235,3
236,1
237,1
238,1
239,3
