subject_id,group_index
0,2
1,1
2,3
3,1
4,3
5,2
6,2
7,1
8,2
9,1
10,3
11,3
12,2
13,2
14,1
15,1
16,1
17,4
18,2
19,1
20,1
21,4
22,4
23,1
24,1
25,2
26,1
27,4
28,4
29,4
30,2
31,4
32,3
33,3
34,1
35,3
36,3
37,1
38,3
39,2
40,3
41,4
42,4
43,1
44,2
45,4
46,3
47,2
48,4
49,1
50,3
51,3
52,4
53,1
54,2
55,2
56,4
57,3
58,4
59,2
60,2
61,3
62,1
63,1
64,4
65,3
66,2
67,3
68,2
69,4
70,4
71,1
72,4
73,3
74,3
75,3
76,2
77,4
78,4
79,1
80,2
81,3
82,3
83,4
84,4
85,1
86,4
87,1
88,1
89,2
90,4
91,2
92,3
93,3
94,1
95,3
96,4
97,1
98,2
99,3
100,1
101,2
102,3
103,1
104,4
105,1
106,2
107,2
108,3
109,1
110,2
111,2
112,4
113,3
114,4
115,3
116,2
117,2
118,4
119,4
