subject_id,group_index
0,3
1,4
2,1
3,3
4,2
5,1
6,4
7,2
8,1
9,3
10,1
11,4
12,4
13,1
14,2
15,1
16,2
17,1
18,1
19,4
20,2
21,4
22,3
23,4
24,4
25,2
26,2
27,2
28,1
29,1
30,1
31,2
32,1
33,4
34,1
35,3
36,3
37,4
38,3
39,4
40,4
41,1
42,1
43,3
44,4
45,2
46,1
47,3
48,3
49,1
50,3
51,4
52,2
53,3
54,4
55,4
56,3
57,3
58,3
59,4
60,2
61,1
62,1
63,1
64,2
65,3
66,2
67,1
68,3
69,3
70,1
71,3
72,4
73,2
74,4
75,2
76,3
77,3
78,3
79,2
80,1
81,3
82,4
83,2
84,1
85,2
86,1
87,1
88,3
89,4
90,3
91,4
92,4
93,4
94,2
95,2
96,1
97,2
98,4
99,2
100,4
101,2
102,4
103,2
104,1
105,3
106,1
107,1
108,2
109,2
110,2
111,3
112,3
113,3
114,1
115,1
116,3
117,3
118,3
119,4
120,1
121,3
122,2
123,1
124,1
125,4
126,3
127,1
128,4
129,3
130,4
131,3
132,4
133,2
134,2
135,2
136,4
137,4
138,1
139,3
140,1
141,2
142,1
143,4
144,2
145,2
146,3
147,4
148,1
149,2
150,2
151,2
152,3
153,3
154,2
155,3
156,1
157,1
158,1
159,1
160,2
161,3
162,2
163,3
164,3
165,1
166,1
167,4
168,2
169,2
170,2
171,4
172,2
173,4
174,2
175,3
176,4
177,3
178,4
179,4
180,1
181,2
182,4
183,1
184,1
185,2
186,4
187,2
188,3
189,2
190,1
191,1
192,4
193,3
194,1
195,4
196,4
197,1
198,3
199,2
200,4
201,1
202,3
203,3
204,2
205,3
206,2
207,1
208,1
209,1
210,4
211,2
212,2
213,4
214,1
215,4
216,4
217,2
218,3
219,3
220,3
221,3
222,4
223,4
224,3
225,2
226,1
227,1
228,4
229,4
230,2
231,2
232,3
233,4
234,4
235,2
236,3
237,4
238,4
239,3
