subject_id,group_index
0,2
1,3
2,1
3,1
4,4
5,4
6,4
7,3
8,1
9,3
10,2
11,4
12,1
13,1
14,3
15,1
16,4
17,2
18,4
19,1
20,1
21,4
22,1
23,3
24,3
25,2
26,4
27,1
28,4
29,3
30,3
31,3
32,3
33,3
34,4
35,4
36,4
37,1
38,3
39,2
40,4
41,3
42,2
43,1
44,2
45,2
46,3
47,3
48,2
49,1
50,4
51,1
52,3
53,2
54,3
55,4
56,1
57,4
58,1
59,3
60,2
61,1
62,4
63,2
64,3
65,1
66,2
67,2
68,1
69,4
70,2
71,3
72,3
73,4
74,4
75,2
76,3
77,1
78,1
79,3
80,1
81,3
82,1
83,2
84,1
85,2
86,4
87,1
88,4
89,3
90,1
91,2
92,3
93,4
94,3
95,4
96,4
97,3
98,1
99,4
100,1
101,3
102,4
103,1
104,3
105,3
106,2
107,4
108,4
109,1
110,1
111,3
112,1
113,2
114,1
115,4
116,1
117,1
118,4
119,2
120,4
121,1
122,2
123,1
124,4
125,4
126,2
127,3
128,2
129,3
130,2
131,1
132,1
133,4
134,2
135,4
136,2
137,1
138,4
139,3
140,3
141,2
142,2
143,3
144,2
145,4
146,2
147,3
148,3
149,3
150,4
151,2
152,1
153,2
154,3
155,2
156,2
157,4
158,2
159,2
160,1
161,4
162,2
163,3
164,4
165,3
166,3
167,3
168,4
169,4
170,2
171,3
172,1
173,2
174,4
175,4
176,1
177,4
178,3
179,4
180,1
181,2
182,4
183,1
184,2
185,3
186,1
187,4
188,2
189,4
190,2
191,4
192,3
193,2
194,3
195,2
196,1
197,2
198,3
199,1
200,4
201,1
202,3
203,1
204,3
205,1
206,4
207,1
208,4
209,4
210,2
211,2
212,3
213,3
214,1
215,1
216,4
217,1
218,2
219,2
220,4
221,2
222,1
223,2
224,3
225,2
226,4
227,1
228,2
229,4
230,1
231,3
232,3
233,2
234,2
235,3
236,2
237,2
238,1
239,3
