subject_id,group_index
0,3
1,3
2,2
3,2
4,1
5,3
6,4
7,3
8,3
9,2
10,2
11,3
12,1
13,2
14,3
15,2
16,1
17,2
18,1
19,3
20,4
21,4
22,3
23,1
24,4
25,3
26,4
27,1
28,3
29,4
30,3
31,3
32,4
33,1
34,2
35,3
36,3
37,2
38,2
39,4
40,4
41,4
42,1
43,2
44,1
45,1
46,2
47,3
48,2
49,1
50,2
51,3
52,4
53,1
54,1
55,2
56,4
57,4
58,2
59,2
60,1
61,1
62,4
63,2
64,3
65,4
66,1
67,3
68,1
69,4
70,1
71,4
72,1
73,4
74,4
75,3
76,2
77,2
78,4
79,4
80,3
81,1
82,2
83,4
84,3
85,4
86,2
87,4
88,4
89,4
90,1
91,1
92,1
93,2
94,1
95,2
96,3
97,3
98,3
99,1
100,3
101,3
102,2
103,4
104,3
105,4
106,2
107,1
108,2
109,3
110,1
111,4
112,3
113,1
114,2
115,2
116,2
117,4
118,1
119,1
