subject_id,group_index
0,2
1,1
2,4
3,1
4,1
5,4
6,1
7,1
8,2
9,3
10,1
11,2
12,1
13,4
14,4
15,1
16,2
17,1
18,4
19,3
20,3
21,4
22,4
23,3
24,3
25,2
26,3
27,2
28,2
29,2
30,4
31,4
32,3
33,2
34,3
35,1
36,2
37,1
38,1
39,3
40,1
41,2
42,2
43,4
44,4
45,1
46,2
47,3
48,2
49,3
50,2
51,4
52,4
53,2
54,3
55,4
56,4
57,4
58,3
59,3
60,2
61,4
62,4
63,1
64,2
65,4
66,2
67,4
68,2
69,1
70,1
71,2
72,4
73,3
74,4
75,2
76,2
77,3
78,1
79,1
80,4
81,2
82,4
83,2
84,1
85,3
86,4
87,2
88,4
89,4
90,4
91,2
92,4
93,2
94,1
95,1
96,2
97,1
98,1
99,2
100,2
101,1
102,2
103,4
104,2
105,1
106,3
107,2
108,1
109,3
110,3
111,2
112,3
113,2
114,1
115,3
116,2
117,4
118,2
119,2
120,1
121,2
122,1
123,3
124,2
125,3
126,3
127,3
128,4
129,4
130,2
131,3
132,3
133,1
134,3
135,3
136,4
137,4
138,2
139,1
140,3
141,3
142,3
143,2
144,2
145,3
146,4
147,3
148,3
149,4
150,1
151,4
152,3
153,4
154,1
155,2
156,1
157,1
158,3
159,2
160,1
161,4
162,1
163,1
164,2
165,4
166,1
167,4
168,1
169,3
170,1
171,3
172,3
173,3
174,3
175,4
176,3
177,4
178,2
179,4
180,1
181,3
182,4
183,4
184,1
185,4
186,3
187,2
188,4
189,2
190,1
191,3
192,4
193,3
194,3
195,1
196,1
197,4
198,3
199,2
200,4
201,3
202,4
203,2
204,1
205,2
206,3
207,4
208,3
209,2
210,1
211,2
212,4
213,1
214,1
215,3
216,3
217,1
218,3
219,1
220,4
221,1
222,3
223,3
224,3
225,4
226,2
227,4
228,1
229,1
230,4
231,1
232,2
233,1
234,2
235,1
236,3
237,2
238,1
239,4
