subject_id,group_index
0,4
1,2
2,1
3,4
4,1
5,2
6,1
7,4
8,4
9,1
10,4
11,4
12,1
13,2
14,3
15,4
16,1
17,2
18,3
19,3
20,4
21,2
22,3
23,1
24,2
25,1
26,3
27,2
28,2
29,1
30,1
31,4
32,2
33,2
34,3
35,3
36,2
37,1
38,4
39,3
40,1
41,1
42,1
43,4
44,4
45,2
46,1
47,2
48,3
49,2
50,3
51,2
52,3
53,4
54,3
55,2
56,1
57,3
58,3
59,1
60,1
61,1
62,3
63,1
64,3
65,4
66,1
67,1
68,3
69,1
70,3
71,4
72,2
73,4
74,3
75,4
76,2
77,4
78,1
79,2
80,1
81,2
82,4
83,3
84,4
85,2
86,4
87,4
88,2
89,1
90,3
91,4
92,3
93,1
94,2
95,2
96,4
97,2
98,3
99,1
100,1
101,1
102,4
103,4
104,4
105,3
106,3
107,3
108,3
109,4
110,1
111,3
112,4
113,2
114,4
115,2
116,3
117,2
118,1
119,1
120,3
121,2
122,2
123,1
124,1
125,4
126,4
127,3
128,2
129,2
130,2
131,1
132,4
133,1
134,3
135,1
136,3
137,4
138,3
139,3
140,4
141,3
142,1
143,4
144,1
145,4
146,4
147,3
148,2
149,4
150,4
151,2
152,1
153,2
154,2
155,1
156,4
157,1
158,2
159,3
160,1
161,3
162,2
163,3
164,2
165,2
166,2
167,4
168,3
169,4
170,2
171,4
172,2
173,4
174,2
175,4
176,3
177,1
178,2
179,3
180,3
181,3
182,4
183,2
184,1
185,2
186,1
187,1
188,2
189,4
190,2
191,2
192,2
193,1
194,3
195,3
196,1
197,2
198,3
199,1
200,1
201,4
202,2
203,3
204,1
205,3
206,3
207,4
208,3
209,4
210,1
211,2
212,3
213,4
214,2
215,1
216,1
217,3
218,1
219,4
220,2
221,3
222,4
223,4
224,3
225,1
226,4
227,2
228,3
229,4
230,4
231,4
232,3
233,4
234,3
235,2
236,2
237,1
238,3
239,1
