subject_id,group_index
0,4
1,4
2,3
3,3
4,4
5,2
6,4
7,1
8,1
9,1
10,1
11,2
12,1
13,4
14,2
15,3
16,4
17,2
18,3
19,3
20,3
21,4
22,4
23,4
24,2
25,4
26,3
27,2
28,4
29,4
30,2
31,3
32,4
33,1
34,2
35,2
36,1
37,3
38,3
39,1
40,1
41,1
42,1
43,1
44,1
45,2
46,4
47,3
48,4
49,2
50,4
51,3
52,1
53,2
54,2
55,2
56,1
57,4
58,3
59,1
60,1
61,2
62,3
63,1
64,2
65,1
66,1
67,4
68,4
69,1
70,3
71,2
72,3
73,4
74,1
75,3
76,3
77,1
78,1
79,3
80,2
81,2
82,2
83,1
84,2
85,1
86,1
87,3
88,4
89,3
90,3
91,2
92,4
93,2
94,3
95,3
96,2
97,2
98,4
99,1
100,4
101,4
102,4
103,3
104,4
105,4
106,2
107,3
108,3
109,2
110,4
111,2
112,1
113,3
114,1
115,1
116,2
117,4
118,4
119,3
120,2
121,3
122,3
123,4
124,1
125,2
126,2
127,4
128,1
129,4
130,3
131,2
132,1
133,4
134,1
135,1
136,3
137,1
138,1
139,2
140,4
141,2
142,3
143,3
144,2
145,4
146,4
147,2
148,1
149,3
150,1
151,4
152,1
153,2
154,4
155,3
156,1
157,2
158,3
159,2
160,1
161,2
162,3
163,1
164,4
165,2
166,2
167,1
168,4
169,3
170,4
171,3
172,4
173,3
174,3
175,3
176,4
177,2
178,4
179,4
180,2
181,3
182,1
183,4
184,1
185,2
186,2
187,4
188,3
189,2
190,2
191,2
192,3
193,2
194,4
195,4
196,2
197,2
198,1
199,1
200,3
201,1
202,2
203,1
204,4
205,4
206,2
207,4
208,2
209,4
210,1
211,4
212,2
213,3
214,4
215,2
216,2
217,3
218,1
219,3
220,3
221,2
222,4
223,1
224,3
225,3
226,2
227,3
228,3
229,1
230,4
231,2
232,3
233,4
234,1
235,4
236,3
237,4
238,4
239,4
240,1
241,3
242,3
243,3
244,2
245,2
246,1
247,2
248,1
249,3
250,4
251,2
252,2
253,2
254,4
255,3
256,4
257,3
258,1
259,2
260,4
261,3
262,1
263,3
264,3
265,3
266,3
267,3
268,3
269,4
270,2
271,3
272,4
273,1
274,1
275,1
276,2
277,3
278,4
279,1
280,1
281,3
282,2
283,3
284,4
285,1
286,1
287,3
288,3
289,4
290,2
291,2
292,3
293,3
294,3
295,4
296,1
297,2
298,1
299,3
300,3
301,3
302,1
303,4
304,4
305,3
306,4
307,1
308,2
309,3
310,4
311,4
312,1
313,4
314,2
315,1
316,4
317,2
318,4
319,1
320,3
321,2
322,1
323,2
324,1
325,2
326,2
327,4
328,1
329,3
330,4
331,2
332,2
333,1
334,3
335,1
336,3
337,1
338,4
339,1
340,1
341,1
342,2
343,1
344,2
345,2
346,1
347,2
348,1
349,1
350,3
351,4
352,4
353,4
354,2
355,4
356,4
357,1
358,1
359,2
