iter,best,elapsed,group_1,group_2,group_3,group_4
1,0.10122573832511719,5.270848874999501,83.0,171.0,199.0,39.0
2,0.1008922550467574,,132.0,85.0,87.0,220.0
3,0.10013408462218236,,145.0,126.0,16.0,10.0
4,0.10013408462218236,,137.0,5.0,44.0,123.0
5,0.09998175654748778,,66.0,0.0,224.0,94.0
6,0.09998175654748778,,47.0,112.0,142.0,102.0
7,0.09998175654748778,,32.0,157.0,1.0,7.0
8,0.09990308432629,,235.0,89.0,21.0,82.0
9,0.09940853149055381,,118.0,41.0,141.0,128.0
10,0.09940853149055381,,81.0,49.0,212.0,36.0
11,0.09878058528176893,,26.0,97.0,189.0,57.0
12,0.09878058528176893,,162.0,2.0,113.0,90.0
13,0.09875533595120614,,109.0,182.0,71.0,3.0
14,0.09875533595120614,,30.0,12.0,161.0,234.0
15,0.0982469312484327,,208.0,93.0,176.0,230.0
16,0.09820388373133639,,217.0,62.0,116.0,180.0
17,0.09820388373133639,,193.0,232.0,239.0,210.0
18,0.09820388373133639,,135.0,154.0,8.0,124.0
19,0.09820388373133639,,170.0,96.0,186.0,22.0
20,0.09767796519521453,,91.0,79.0,225.0,80.0
21,0.09767796519521453,,201.0,160.0,28.0,52.0
22,0.09766684810842771,,38.0,74.0,138.0,70.0
23,0.09766684810842771,,18.0,204.0,103.0,148.0
24,0.09743162144608997,,119.0,9.0,191.0,125.0
25,0.09743162144608997,,68.0,139.0,159.0,165.0
26,0.09743162144608997,,108.0,11.0,24.0,19.0
27,0.09743162144608997,,64.0,166.0,77.0,53.0
28,0.09743162144608997,,167.0,195.0,29.0,231.0
29,0.09743162144608997,,54.0,121.0,144.0,147.0
30,0.09743162144608997,,40.0,194.0,187.0,192.0
31,0.09730032048406383,,69.0,214.0,55.0,104.0
32,0.09730032048406383,,31.0,228.0,100.0,181.0
33,0.09730032048406383,,218.0,207.0,150.0,213.0
34,0.09729303557898841,,4.0,238.0,58.0,98.0
35,0.09729303557898841,,216.0,143.0,20.0,88.0
36,0.09729303557898841,,140.0,168.0,202.0,111.0
37,0.09729303557898841,,17.0,198.0,122.0,73.0
38,0.09729303557898841,,75.0,175.0,101.0,50.0
39,0.09729303557898841,,131.0,133.0,151.0,236.0
40,0.09707499223690945,,51.0,215.0,23.0,120.0
41,0.09707499223690945,,227.0,43.0,25.0,188.0
42,0.09707499223690945,,179.0,59.0,164.0,27.0
43,0.09700511098257392,,203.0,233.0,114.0,205.0
44,0.09700511098257392,,33.0,92.0,177.0,60.0
45,0.09700511098257392,,206.0,42.0,209.0,183.0
46,0.09700511098257392,,152.0,67.0,106.0,37.0
47,0.09700511098257392,,48.0,197.0,169.0,117.0
48,0.09700511098257392,,115.0,105.0,136.0,155.0
49,0.09696868400049134,,65.0,153.0,99.0,127.0
50,0.09696868400049134,,163.0,35.0,221.0,196.0
51,0.09696868400049134,,61.0,156.0,15.0,237.0
52,0.09696868400049134,,172.0,223.0,129.0,185.0
53,0.09696868400049134,,46.0,178.0,86.0,226.0
54,0.09696868400049133,,107.0,76.0,149.0,72.0
55,0.09696868400049133,,34.0,56.0,146.0,190.0
56,0.09696868400049133,,219.0,174.0,222.0,14.0
57,0.09696868400049133,,158.0,63.0,200.0,110.0
58,0.09696868400049133,,6.0,173.0,78.0,211.0
59,0.09696868400049133,,84.0,95.0,130.0,184.0
60,0.09696868400049133,,134.0,13.0,229.0,45.0
61,0.09696868400049133,,,,,
62,0.0968917531177446,,,,,
63,0.0968917531177446,,,,,
64,0.09685972032042489,,,,,
65,0.09679116176816853,,,,,
66,0.09679116176816853,,,,,
67,0.0967165687118339,,,,,
68,0.0967165687118339,,,,,
69,0.0967165687118339,,,,,
70,0.0967165687118339,,,,,
71,0.0967165687118339,,,,,
72,0.0967165687118339,,,,,
73,0.09667440994890754,,,,,
74,0.09667440994890754,,,,,
75,0.09667440994890754,,,,,
76,0.09664069911617468,,,,,
77,0.09664069911617468,,,,,
78,0.09664069911617466,,,,,
79,0.09664069911617465,,,,,
80,0.09664069911617465,,,,,
81,0.09664069911617465,,,,,
82,0.09664069911617465,,,,,
83,0.09664069911617465,,,,,
84,0.09664069911617465,,,,,
85,0.09664069911617465,,,,,
86,0.09664069911617465,,,,,
87,0.09664069911617465,,,,,
88,0.09664069911617465,,,,,
89,0.09664069911617465,,,,,
90,0.09664069911617465,,,,,
91,0.09664069911617465,,,,,
92,0.09664069911617465,,,,,
93,0.09664069911617465,,,,,
94,0.09664069911617465,,,,,
95,0.09664069911617465,,,,,
96,0.0965206335960726,,,,,
97,0.0965206335960726,,,,,
98,0.0965206335960726,,,,,
99,0.0965206335960726,,,,,
100,0.09651926433083964,,,,,
101,0.09651926433083964,,,,,
102,0.09651926433083963,,,,,
103,0.09651926433083963,,,,,
104,0.09651926433083963,,,,,
105,0.09651926433083963,,,,,
106,0.09651926433083963,,,,,
107,0.09651926433083963,,,,,
108,0.09651926433083963,,,,,
109,0.09650215922816857,,,,,
110,0.09650215922816857,,,,,
111,0.09650215922816857,,,,,
112,0.09650215922816857,,,,,
113,0.09650215922816857,,,,,
114,0.09649935474746543,,,,,
115,0.09649935474746543,,,,,
116,0.09649935474746543,,,,,
117,0.09649935474746543,,,,,
118,0.09649935474746543,,,,,
119,0.09649935474746543,,,,,
120,0.09649935474746543,,,,,
121,0.09649935474746543,,,,,
122,0.09649935474746543,,,,,
123,0.09649935474746543,,,,,
124,0.09649935474746543,,,,,
125,0.09642006493756915,,,,,
126,0.09642006493756915,,,,,
127,0.09637456784095451,,,,,
128,0.09637456784095451,,,,,
129,0.09637456784095451,,,,,
130,0.09637456784095451,,,,,
131,0.09637456784095451,,,,,
132,0.09637456784095451,,,,,
133,0.09637456784095451,,,,,
134,0.09637456784095451,,,,,
135,0.09637456784095451,,,,,
136,0.09637456784095451,,,,,
137,0.0963127082910708,,,,,
138,0.0963127082910708,,,,,
139,0.0963127082910708,,,,,
140,0.0963127082910708,,,,,
141,0.0963127082910708,,,,,
142,0.0963127082910708,,,,,
143,0.0963127082910708,,,,,
144,0.0963127082910708,,,,,
145,0.0963127082910708,,,,,
146,0.0963127082910708,,,,,
147,0.0963127082910708,,,,,
148,0.0963127082910708,,,,,
149,0.0963127082910708,,,,,
150,0.0963127082910708,,,,,
151,0.0963127082910708,,,,,
152,0.0963127082910708,,,,,
153,0.0963127082910708,,,,,
154,0.0963127082910708,,,,,
155,0.0963127082910708,,,,,
156,0.0963127082910708,,,,,
157,0.0963127082910708,,,,,
158,0.0963127082910708,,,,,
159,0.0963127082910708,,,,,
160,0.0963127082910708,,,,,
161,0.0963127082910708,,,,,
162,0.0963127082910708,,,,,
163,0.0963127082910708,,,,,
164,0.0963127082910708,,,,,
165,0.0963127082910708,,,,,
166,0.0963127082910708,,,,,
167,0.0963127082910708,,,,,
168,0.0963127082910708,,,,,
169,0.0963127082910708,,,,,
170,0.0963127082910708,,,,,
171,0.0963127082910708,,,,,
172,0.0963127082910708,,,,,
173,0.0963127082910708,,,,,
174,0.0963127082910708,,,,,
175,0.0963127082910708,,,,,
176,0.09628926504772042,,,,,
177,0.09628926504772042,,,,,
178,0.09628926504772042,,,,,
179,0.09628926504772042,,,,,
180,0.09628926504772042,,,,,
181,0.09628926504772042,,,,,
