subject_id,group_index
0,3
1,2
2,4
3,4
4,3
5,1
6,2
7,4
8,1
9,2
10,3
11,2
12,2
13,4
14,4
15,1
16,3
17,3
18,4
19,2
20,4
21,4
22,1
23,1
24,4
25,2
26,3
27,1
28,3
29,4
30,3
31,3
32,2
33,1
34,4
35,2
36,2
37,3
38,4
39,3
40,2
41,3
42,3
43,4
44,3
45,1
46,2
47,4
48,4
49,4
50,4
51,3
52,4
53,4
54,4
55,3
56,4
57,3
58,1
59,1
60,1
61,2
62,4
63,4
64,1
65,3
66,1
67,2
68,2
69,1
70,1
71,2
72,1
73,1
74,3
75,4
76,2
77,4
78,2
79,1
80,1
81,3
82,2
83,2
84,2
85,1
86,4
87,2
88,1
89,3
90,4
91,3
92,1
93,2
94,2
95,1
96,4
97,3
98,1
99,3
100,1
101,3
102,1
103,2
104,2
105,2
106,3
107,4
108,2
109,3
110,2
111,1
112,1
113,1
114,1
115,2
116,3
117,3
118,3
119,4
