subject_id,group_index
0,3
1,1
2,2
3,1
4,3
5,2
6,1
7,3
8,1
9,4
10,1
11,1
12,3
13,4
14,4
15,1
16,3
17,1
18,3
19,3
20,2
21,4
22,4
23,3
24,2
25,3
26,1
27,2
28,4
29,1
30,4
31,4
32,2
33,3
34,2
35,4
36,4
37,4
38,2
39,3
40,4
41,3
42,4
43,3
44,4
45,4
46,1
47,1
48,4
49,3
50,3
51,1
52,4
53,1
54,4
55,3
56,2
57,3
58,2
59,2
60,2
61,3
62,2
63,3
64,2
65,3
66,4
67,4
68,2
69,2
70,3
71,4
72,2
73,1
74,2
75,4
76,4
77,4
78,2
79,1
80,4
81,3
82,1
83,1
84,3
85,3
86,1
87,3
88,1
89,1
90,4
91,2
92,1
93,1
94,2
95,2
96,2
97,3
98,1
99,1
100,2
101,2
102,3
103,3
104,4
105,1
106,1
107,2
108,3
109,2
110,3
111,2
112,2
113,1
114,2
115,4
116,4
117,1
118,4
119,1
