subject_id,group_index
0,2
1,3
2,3
3,1
4,2
5,1
6,2
7,1
8,2
9,1
10,4
11,1
12,1
13,4
14,4
15,4
16,2
17,3
18,1
19,4
20,2
21,3
22,1
23,1
24,3
25,4
26,1
27,3
28,2
29,1
30,3
31,1
32,3
33,4
34,2
35,4
36,4
37,1
38,1
39,4
40,4
41,3
42,3
43,2
44,3
45,2
46,2
47,3
48,1
49,4
50,4
51,4
52,4
53,2
54,2
55,4
56,1
57,3
58,3
59,2
60,3
61,1
62,2
63,4
64,2
65,1
66,2
67,4
68,2
69,1
70,4
71,3
72,3
73,2
74,2
75,1
76,4
77,2
78,4
79,3
80,1
81,1
82,1
83,2
84,3
85,3
86,2
87,3
88,4
89,3
90,4
91,3
92,2
93,1
94,4
95,2
96,4
97,1
98,4
99,3
100,3
101,2
102,4
103,4
104,3
105,1
106,3
107,4
108,3
109,4
110,2
111,2
112,1
113,2
114,3
115,1
116,3
117,1
118,2
119,1
