subject_id,group_index
0,4
1,1
2,4
3,2
4,2
5,2
6,3
7,2
8,2
9,3
10,4
11,4
12,1
13,3
14,4
15,4
16,2
17,2
18,4
19,3
20,2
21,4
22,1
23,3
24,1
25,3
26,2
27,1
28,2
29,4
30,1
31,2
32,3
33,1
34,3
35,1
36,2
37,1
38,4
39,2
40,3
41,3
42,4
43,1
44,4
45,4
46,2
47,1
48,2
49,3
50,4
51,1
52,1
53,4
54,3
55,1
56,1
57,2
58,2
59,2
60,4
61,2
62,4
63,4
64,3
65,4
66,3
67,4
68,3
69,2
70,4
71,4
72,2
73,2
74,2
75,1
76,1
77,3
78,1
79,3
80,3
81,1
82,2
83,1
84,1
85,3
86,1
87,2
88,3
89,4
90,4
91,1
92,4
93,2
94,2
95,4
96,3
97,4
98,4
99,3
100,1
101,2
102,4
103,2
104,4
105,2
106,3
107,2
108,3
109,1
110,1
111,4
112,2
113,3
114,4
115,1
116,3
117,1
118,4
119,2
120,2
121,2
122,2
123,3
124,4
125,1
126,3
127,4
128,2
129,3
130,4
131,1
132,4
133,2
134,2
135,3
136,4
137,4
138,2
139,1
140,4
141,4
142,1
143,1
144,4
145,3
146,3
147,2
148,4
149,4
150,3
151,3
152,4
153,4
154,1
155,3
156,3
157,1
158,2
159,1
160,3
161,3
162,2
163,4
164,4
165,3
166,1
167,2
168,4
169,1
170,3
171,3
172,4
173,3
174,4
175,2
176,4
177,1
178,4
179,1
180,2
181,4
182,2
183,4
184,3
185,2
186,2
187,1
188,1
189,1
190,3
191,1
192,2
193,1
194,1
195,2
196,1
197,1
198,3
199,1
200,3
201,1
202,4
203,1
204,2
205,3
206,4
207,2
208,3
209,3
210,3
211,1
212,3
213,1
214,4
215,1
216,1
217,4
218,1
219,1
220,3
221,1
222,3
223,3
224,3
225,1
226,2
227,2
228,2
229,2
230,1
231,4
232,3
233,2
234,4
235,3
236,4
237,1
238,1
239,3
240,2
241,3
242,1
243,4
244,1
245,4
246,4
247,2
248,3
249,2
250,3
251,2
252,2
253,2
254,1
255,4
256,3
257,4
258,4
259,3
260,2
261,3
262,4
263,3
264,2
265,3
266,4
267,2
268,2
269,4
270,3
271,2
272,2
273,4
274,4
275,1
276,2
277,1
278,1
279,4
280,2
281,1
282,4
283,4
284,1
285,1
286,2
287,2
288,2
289,4
290,3
291,4
292,2
293,3
294,3
295,3
296,4
297,1
298,2
299,3
300,3
301,3
302,1
303,1
304,4
305,4
306,1
307,2
308,4
309,2
310,1
311,1
312,4
313,2
314,3
315,1
316,2
317,4
318,1
319,4
320,3
321,2
322,2
323,2
324,1
325,4
326,4
327,1
328,2
329,3
330,3
331,1
332,2
333,1
334,1
335,1
336,1
337,4
338,3
339,3
340,2
341,3
342,3
343,2
344,3
345,1
346,3
347,1
348,3
349,3
350,2
351,1
352,3
353,3
354,3
355,3
356,4
357,4
358,1
359,2
